prey_taxon,prey_stage,prey_kingdom,prey_class,prey_order,prey_family,prey_species,prey_taxon_cleaned,prey_phylum,prey_superclass,prey_subclass,prey_subphylum,prey_type,prey_origin
leptodora,unknown,Animalia,Branchiopoda,Diplostraca,Leptodoridae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
leptodiridae,unknown,Animalia,Branchiopoda,Diplostraca,Leptodoridae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
leptocerus sp,unknown,Animalia,Insecta,Trichoptera,Leptoceridae,Leptocerus sp.,NA,Arthropoda,NA,NA,NA,NA,aquatic
leptocerus,unknown,Animalia,Insecta,Trichoptera,Leptoceridae,Leptocerus sp.,NA,Arthropoda,NA,NA,NA,NA,aquatic
leptocerue larvae,larvae,Animalia,Insecta,Trichoptera,Leptoceridae,Leptocerus sp.,NA,Arthropoda,NA,NA,NA,NA,aquatic
Leptoceridae,unknown,Animalia,Insecta,Trichoptera,Leptoceridae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
leptoceridae,unknown,Animalia,Insecta,Trichoptera,Leptoceridae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
leporinus_obtusidens,unknown,Metazoa,Actinopterygii,Characiformes,Anostomidae,Megaleporinus obtusidens,NA,Chordata,NA,NA,NA,NA,aquatic
lepomis_gibbosus,unknown,Metazoa,Actinopterygii,Centrarchiformes,Centrarchidae,Lepomis gibbosus,NA,Chordata,NA,NA,NA,NA,aquatic
Lepomis spp.,unknown,Animalia,Actinopterygii,Perciformes,Centrarchidae,Lepomis,NA,Chordata,NA,NA,NA,NA,aquatic
lepomis spp,unknown,Animalia,Actinopterygii,Perciformes,Centrarchidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
Lepomis megalotis,unknown,Animalia,Teleostei,Perciformes,Centrarchidae,Lepomis megalotis,NA,Chordata,NA,NA,NA,NA,aquatic
Lepomis macrochirus,unknown,Animalia,Teleostei,Perciformes,Centrarchidae,Lepomis macrochirus,NA,Chordata,NA,NA,NA,NA,aquatic
lepomis macrochirus,unknown,Animalia,Actinopterygii,Perciformes,Centrarchidae,Lepomis macrochirus,NA,Chordata,NA,NA,NA,NA,aquatic
Lepomis humilis,unknown,Animalia,Teleostei,Perciformes,Centrarchidae,Lepomis humilis,NA,Chordata,NA,NA,NA,NA,aquatic
lepomis humilis,unknown,Animalia,Actinopterygii,Perciformes,Centrarchidae,Lepomis humilis,NA,Chordata,NA,NA,NA,NA,aquatic
Lepomis gulosus,unknown,Animalia,Teleostei,Perciformes,Centrarchidae,Lepomis gulosus,NA,Chordata,NA,NA,NA,NA,aquatic
Lepomis cyanellus,unknown,Animalia,Teleostei,Perciformes,Centrarchidae,Lepomis cyanellus,NA,Chordata,NA,NA,NA,NA,aquatic
Lepisosteus spp.,unknown,Animalia,Actinopterygii,Lepisosteiformes,Lepisosteidae,Lepisosteus,NA,Chordata,NA,NA,NA,NA,aquatic
Lepisosteus sp.,unknown,Animalia,Actinopterygii,Lepisosteiformes,Lepisosteidae,Lepisosteus,NA,Chordata,NA,NA,NA,NA,aquatic
lepidurus,unknown,Animalia,Branchiopoda,Notostraca,Triopsidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
lepidostomatidae larvae,larvae,Animalia,Insecta,Trichoptera,Lepidostomatidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
lepidostomatidae,unknown,Animalia,Insecta,Trichoptera,Lepidostomatidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
lepidoptera_pupae,pupae,Metazoa,Insecta,Lepidoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
lepidoptera_larval,larvae,Metazoa,Insecta,Lepidoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
lepidoptera_larvae,larvae,Metazoa,Insecta,Lepidoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
lepidoptera terrestrial,unknown,Animalia,Insecta,Lepidoptera,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial
lepidoptera larvae,larvae,Animalia,Insecta,Lepidoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
lepidoptera larva,larvae,Animalia,Insecta,Lepidoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
lepidoptera all_stages,unknown,Animalia,Insecta,Lepidoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
lepidoptera adults,adults,Animalia,Insecta,Lepidoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
lepidoptera 47,unknown,Animalia,Insecta,Naviculales,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
lepidoptera 46,unknown,Animalia,Insecta,Naviculales,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
lepidoptera,unknown,Metazoa,Insecta,Naviculales,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
Lepidoptera,unknown,Animalia,Insecta,Lepidoptera,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial
Leopardfrogs,unknown,Animalia,Amphibia,Anura,Ranidae,Lithobates sp.,NA,Chordata,NA,NA,NA,NA,aquatic
lemiptera,unknown,Animalia,Insecta,Lemiptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
leeches,unknown,Animalia,Clitellata,Hirudinea,NA,NA,NA,Annelida,NA,NA,NA,NA,aquatic
leech,unknown,Animalia,Clitellata,Hirudinea,NA,NA,NA,Annelida,NA,NA,NA,NA,aquatic
lecane sp,unknown,Animalia,Eurotatoria,Ploima,Lecanidae,NA,NA,Rotifera,NA,NA,NA,NA,aquatic
lecane,unknown,Animalia,Eurotatoria,Ploima,Lecanidae,NA,NA,Rotifera,NA,NA,NA,NA,aquatic
lates,unknown,Animalia,Actinopterygii,Perciformes,Latidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
larval coleoptera,larvae,Animalia,Insecta,Coleoptera,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
larvae_chironomidae,larvae,Animalia,Insecta,Diptera,Chironomidae,NA,Chironomidae,Arthropoda,NA,NA,NA,NA,aquatic
larvae_chaoborus_flavicans,larvae,Animalia,Insecta,Diptera,Chaoboridae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
Largemouthbass,unknown,Metazoa,Bivalvia,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
Largebluegill,unknown,Animalia,Teleostei,Perciformes,Centrarchidae,Lepomis macrochirus,NA,Chordata,NA,NA,NA,NA,aquatic
large_ostracoda,unknown,Animalia,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
large white_diptera_larvae,larvae,Animalia,Insecta,Diptera,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
large pennate_diatom,unknown,Chromista,Bacillariophyceae,NA,NA,NA,NA,Ochrophyta,NA,NA,NA,NA,aquatic
lamellibranchs,unknown,Animalia,Bivalvia,NA,NA,NA,NA,Mollusca,NA,NA,NA,NA,aquatic
lake trout,unknown,Animalia,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus namaycush,NA,Chordata,Osteichthyes,NA,NA,NA,aquatic
lagoon goby,unknown,Animalia,Actinopterygii,Perciformes,Gobiidae,Tasmanogobius lasti,NA,Chordata,Osteichthyes,NA,NA,NA,aquatic
Lachlania,unknown,Metazoa,Hexanauplia,Calanoida,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
labiobaetis,unknown,Animalia,Insecta,Ephemeroptera,Baetidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
labidognatha,unknown,Animalia,Insecta,Coleoptera,Chrysomelidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
l natalensis,unknown,Animalia,Gastropoda,NA,Lymnaeidae,Radix natalensis,NA,Mollusca,NA,NA,NA,NA,aquatic
l fortunei,unknown,Animalia,Bivalvia,Mytilida,Mytilidae,Limnoperna fortunei,NA,Mollusca,NA,NA,NA,NA,aquatic
knipowitschia_caucasica,unknown,Metazoa,Actinopterygii,Gobiiformes,Gobiidae,Knipowitschia caucasica,NA,Chordata,NA,NA,NA,NA,aquatic
kirchneriella sp,unknown,Animalia,Gastropoda,Pleurotomariida,Gosseletinidae,NA,NA,Mollusca,NA,NA,NA,NA,aquatic
killifish,unknown,Animalia,Actinopterygii,Cyprinodontiformes,NA,NA,NA,NA,Osteichthyes,NA,NA,NA,aquatic
keretella,unknown,Animalia,Eurotatoria,Ploima,Brachionidae,NA,NA,Rotifera,NA,NA,NA,NA,aquatic
kerattela sp,unknown,Animalia,Monogononta,Ploima,Brachionidae,Keratella sp.,NA,Rotifera,NA,NA,NA,NA,aquatic
keratella_quadrata,unknown,Metazoa,Monogononta,Ploima,Brachionidae,Keratella quadrata,NA,Rotifera,NA,NA,NA,NA,aquatic
keratella_cochlearis,unknown,Metazoa,Monogononta,Ploima,Brachionidae,Keratella cochlearis,NA,Rotifera,NA,NA,NA,NA,aquatic
keratella sp,unknown,Animalia,Eurotatoria,Ploima,Brachionidae,NA,NA,Rotifera,NA,NA,NA,NA,aquatic
k_quadrata,unknown,Metazoa,Monogononta,Ploima,Asplanchnidae,Asplanchna priodonta,NA,Rotifera,NA,NA,NA,NA,aquatic
johnnie darter,unknown,Animalia,Actinopterygii,Perciformes,Percidae,Etheostoma nigrum,NA,Chordata,Osteichthyes,NA,NA,NA,aquatic
jawed insects,unknown,Animalia,Insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
isoptera,unknown,Metazoa,Insecta,Isoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
isopods,unknown,Animalia,Malacostraca,Isopoda,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
isopoda,unknown,Metazoa,Malacostraca,Isopoda,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
isopod,unknown,Animalia,Malacostraca,Isopoda,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
isoperla sp,unknown,Animalia,Insecta,Plecoptera,Perlodidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
isoperla grammatica,unknown,Animalia,Insecta,Plecoptera,Perlodidae,Isoperla grammatica,NA,Arthropoda,NA,NA,NA,NA,aquatic
isoperla,unknown,Animalia,Insecta,Plecoptera,Perlodidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
isonychia imagoes,adults,Animalia,Insecta,Ephemeroptera,Isonychiidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
isonychia,unknown,Metazoa,Insecta,Ephemeroptera,Isonychiidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
Isonychia,unknown,Metazoa,Insecta,Ephemeroptera,Ephemerellidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
isomychia,unknown,Metazoa,Insecta,Ephemeroptera,Ephemerellidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
isogenus frontalis_newt,larvae,Animalia,Insecta,Plecoptera,Perlodidae,Isogenoides frontalis,NA,Arthropoda,NA,NA,NA,NA,aquatic
Isogenus,unknown,Metazoa,Insecta,Plecoptera,Perlodidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
iron sp,unknown,Animalia,Insecta,Ephemeroptera,Rhyacophilidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
ion girostris,unknown,Plantae,Magnoliopsida,Malpighiales,Violaceae,NA,NA,Tracheophyta,NA,NA,NA,NA,terrestrial
invertebrates,unknown,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
invertebrate_eggs,eggs,Animalia,NA,NA,NA,NA,Arthropods,NA,NA,NA,NA,NA,aquatic or terrestrial
invertebrate eggs,eggs,Animalia,NA,NA,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
invertebrate,unknown,Animalia,NA,NA,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
insects remains,unknown,Animalia,Insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
insects pupae,pupae,Animalia,Insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
insects larvae_fragments,larvae,Animalia,Insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
insects eggs,eggs,Animalia,Insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
Insects,unknown,Animalia,Insecta,NA,NA,NA,Insecta,NA,NA,NA,NA,NA,aquatic or terrestrial
insects,unknown,Animalia,Insecta,NA,NA,NA,Insecta,NA,NA,NA,NA,NA,aquatic or terrestrial
insecteggs,eggs,Animalia,Insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
insecta_undet,unknown,Metazoa,Insecta,NA,NA,NA,Insecta,NA,NA,NA,NA,NA,aquatic or terrestrial
insecta_remains,unknown,Metazoa,Insecta,NA,NA,NA,Insecta,NA,NA,NA,NA,NA,aquatic or terrestrial
insecta_pupae,pupae,Metazoa,Insecta,NA,NA,NA,Insecta,NA,NA,NA,NA,NA,aquatic or terrestrial
insecta_larvae_nymphs,larvae,Animalia,Insecta,NA,NA,NA,Insecta,NA,NA,NA,NA,NA,aquatic
insecta_larvae,larvae,Metazoa,Insecta,NA,NA,NA,Insecta,NA,NA,NA,NA,NA,aquatic or terrestrial
insecta_eggs,eggs,Metazoa,Insecta,NA,NA,NA,Insecta,NA,NA,NA,NA,NA,aquatic or terrestrial
insecta_adult,adults,Metazoa,Insecta,NA,NA,NA,Insecta,NA,NA,NA,NA,NA,aquatic or terrestrial
insecta larvae,larvae,Animalia,Insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
insecta adults,adults,Animalia,Insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
insecta adult,adults,Animalia,Insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
insecta,unknown,Metazoa,Insecta,NA,NA,NA,Insecta,NA,NA,NA,NA,NA,aquatic or terrestrial
insect_parts,unknown,Animalia,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Insect BA phytoplasma,Insecta,Tenericutes,NA,NA,NA,NA,aquatic or terrestrial
insect_fragment,unknown,Animalia,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Insect BA phytoplasma,Insecta,Tenericutes,NA,NA,NA,NA,aquatic or terrestrial
insect_eggs,eggs,Animalia,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Insect BA phytoplasma,Insecta,Tenericutes,NA,NA,NA,NA,aquatic or terrestrial
insect remains,unknown,Animalia,Insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
insect remain,unknown,Animalia,Insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
insect pupae,pupae,Animalia,Insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
insect parts_and_remains,unknown,Animalia,Insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
insect parts,unknown,Animalia,Insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
insect organs,unknown,Animalia,Insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
insect legs,unknown,Animalia,Insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
insect larvae,larvae,Animalia,Insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
insect fragments,unknown,Animalia,Insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
insect eggs,eggs,Animalia,Insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
insect appendages,unknown,Animalia,Insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
insect,unknown,Animalia,Insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
inorganic_matter,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,detritus,aquatic or terrestrial
inorganic_material,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,detritus,aquatic or terrestrial
inland silverside,unknown,Animalia,Actinopterygii,Atheriniformes,Atherinopsidae,Menidia beryllina,NA,Chordata,Osteichthyes,NA,NA,NA,aquatic
indeterminate_molluscs,unknown,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
indeterminate_aquatic_insects,unknown,Animalia,Insecta,NA,NA,NA,Insecta,NA,NA,NA,NA,NA,aquatic
Incidentalmatter,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unidentified,aquatic or terrestrial
immature_cladocera,larvae,Animalia,Branchiopoda,Cladocera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
immature bivalve,larvae,Animalia,Bivalvia,NA,NA,NA,NA,Mollusca,NA,NA,NA,NA,aquatic
ilyocryptus_sordidus,unknown,Metazoa,Hexanauplia,Harpacticoida,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
iliocryptus agilis,unknown,Animalia,Branchiopoda,Diplostraca,Ilyocryptidae,Ilyocryptus agilis,NA,Arthropoda,NA,NA,NA,NA,aquatic
identifed_animal_materials,unknown,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
Ictiobus bubalus,unknown,Animalia,Teleostei,Cypriniformes,Catostomidae,Ictiobus bubalus,NA,Chordata,NA,NA,NA,NA,aquatic
Ictaluruspunctatus,unknown,Metazoa,Insecta,Diptera,Empididae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
Ictalurus spp.,unknown,Animalia,Actinopterygii,Siluriformes,Ictaluridae,Ictalurus,NA,Chordata,NA,NA,NA,NA,aquatic
Ictalurus punctatus,unknown,Animalia,Teleostei,Siluriformes,Ictaluridae,Ictalurus punctatus,NA,Chordata,NA,NA,NA,NA,aquatic
Ictalurus furcatus,unknown,Animalia,Teleostei,Siluriformes,Ictaluridae,Ictalurus furcatus,NA,Chordata,NA,NA,NA,NA,aquatic
Ictalurus,unknown,Metazoa,Actinopterygii,Siluriformes,Ictaluridae,Ictalurus sp.,NA,Chordata,NA,NA,NA,NA,aquatic
Ictaluridae,unknown,Animalia,Teleostei,Siluriformes,Ictaluridae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
ichneumonina,unknown,Animalia,Insecta,Hymenoptera,Ichneumonidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
ichneumonidae sp,unknown,Animalia,Insecta,Hymenoptera,Ichneumonidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
ichneumonidae,unknown,Animalia,Insecta,Hymenoptera,Ichneumonidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
ichneumon fly,unknown,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial
i mm_organic_debris,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,detritus,aquatic or terrestrial
hypostomus_spp,unknown,Metazoa,Actinopterygii,Siluriformes,Loricariidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
hyposmocoma_spp,unknown,Metazoa,Insecta,Lepidoptera,Cosmopterigidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
hyphessobrycon_callistus,unknown,Animalia,Actinopterygii,Characiformes,Characidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
hyphae,unknown,Fungi,NA,NA,NA,NA,NA,Ascomycota,NA,NA,NA,NA,aquatic or terrestrial
hyperiidae,unknown,Animalia,Malacostraca,Amphipoda,Hyperiidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
hymenoptera_terrestrial,unknown,Metazoa,Insecta,Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial
hymenoptera_terrestria,unknown,Metazoa,Insecta,Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
hymenoptera_larvae,larvae,Metazoa,Insecta,Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
hymenoptera_adults,adults,Metazoa,Insecta,Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
hymenoptera_adult,adults,Metazoa,Insecta,Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
hymenoptera terrestrial,unknown,Animalia,Insecta,Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial
hymenoptera larvae,larvae,Animalia,Insecta,Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
hymenoptera formicidae,unknown,Animalia,Insecta,Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
hymenoptera adults,adults,Animalia,Insecta,Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
hymenoptera adult,adults,Animalia,Insecta,Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
hymenoptera,unknown,Metazoa,Insecta,Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
Hymenoptera,unknown,Animalia,Insecta,Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial
Hyla cinerea,unknown,Animalia,Amphibia,Anura,Hylidae,Hyla cinerea,NA,Chordata,NA,NA,NA,NA,aquatic
hygrobates,unknown,Animalia,Arachnida,Trombidiformes,Hygrobatidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
hydrosera_sp,unknown,Chromista,Mediophyceae,Biddulphiales,Biddulphiaceae,NA,NA,Ochrophyta,NA,NA,NA,NA,aquatic
hydropyschydae larvae,larvae,Animalia,Insecta,Trichoptera,Hydropsychidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
hydroptilidae spp,unknown,Animalia,Insecta,Trichoptera,Hydroptilidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
hydroptilidae larvae,larvae,Animalia,Insecta,Trichoptera,Hydroptilidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
hydroptilidae,unknown,Animalia,Insecta,Trichoptera,Hydroptilidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
hydroptila_arctia,unknown,Metazoa,Insecta,Trichoptera,Hydroptilidae,Hydroptila arctia,NA,Arthropoda,NA,NA,NA,NA,aquatic
hydroptila sp,unknown,Animalia,Insecta,Trichoptera,Hydroptilidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
hydroptila,unknown,Animalia,Insecta,Trichoptera,Hydroptilidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
hydropsychiidae larvae,larvae,Animalia,Insecta,Trichoptera,Hydropsychidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
hydropsychidae larvae,larvae,Animalia,Insecta,Trichoptera,Hydropsychidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
hydropsychidae,unknown,Metazoa,Insecta,Trichoptera,Hydropsychidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
Hydropsychidae,unknown,Metazoa,Insecta,Trichoptera,Hydropsychidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
hydropsyche sparna_larvae,larvae,Animalia,Insecta,Trichoptera,Hydropsychidae,Ceratopsyche sparna,NA,Arthropoda,NA,NA,NA,NA,aquatic
hydropsyche sp,unknown,Animalia,Insecta,Trichoptera,Hydropsychidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
hydropsyche instabilis,unknown,Animalia,Insecta,Trichoptera,Hydropsychidae,Hydropsyche instabilis,NA,Arthropoda,NA,NA,NA,NA,aquatic
hydropsyche colonica,unknown,Animalia,Insecta,Trichoptera,Hydropsychidae,Aoteapsyche colonica,NA,Arthropoda,NA,NA,NA,NA,aquatic
Hydropsyche,unknown,Animalia,Insecta,Trichoptera,Hydropsychidae,Hydropsyche sp.,NA,Arthropoda,NA,NA,NA,NA,aquatic
hydropsyche,unknown,Animalia,Insecta,Trichoptera,Hydropsychidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
hydroporus sp,unknown,Animalia,Insecta,Coleoptera,Dytiscidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
hydroporus,unknown,Animalia,Insecta,Coleoptera,Dytiscidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
Hydrophilidae(Berosus),larvae,Animalia,Insecta,Coleoptera,Hydrophilidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
hydrophilidae,unknown,Metazoa,Insecta,Coleoptera,Hydrophilidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
Hydrophilidae,unknown,Animalia,Insecta,Coleoptera,Hydrophilidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
hydroids,unknown,Animalia,Hydrozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
hydrocarina,unknown,Animalia,Arachnida,Trombidiformes,Arrenuridae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
hydrocaria,unknown,Animalia,Gymnolaemata,Ctenostomatida,NA,NA,NA,Bryozoa,NA,NA,NA,NA,aquatic
hydrocara,unknown,Animalia,Insecta,Coleoptera,Hydrophilidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
hydrobius fuscipes,unknown,Animalia,Insecta,Coleoptera,Hydrophilidae,Hydrobius fuscipes,NA,Arthropoda,NA,NA,NA,NA,aquatic
hydrobiosidae,unknown,Animalia,Insecta,Trichoptera,Hydrobiosidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
hydraenidae,unknown,Animalia,Insecta,Coleoptera,Hydraenidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
hydraehnidae,unknown,Animalia,Insecta,Coleoptera,Hydraenidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
hydrachnidae,unknown,Animalia,Euchelicerata,Trombidiformes,Hydrachnidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
hydrachnida,unknown,Animalia,Arachnida,Trombidiformes,Hydrachnidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
hydrachnellidae,unknown,Animalia,Arachnida,Trombidiformes,Hydrachnidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
hydrachnellae,unknown,Animalia,Insecta,NA,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
hydracarinae,unknown,Animalia,Arachnida,Trombidiformes,Arrenuridae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
hydracarina,unknown,Metazoa,Arachnida,Trombidiformes,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
hyborhynchus notatus,unknown,Animalia,Actinopterygii,Cypriniformes,Cyprinidae,Pimephales notatus,NA,Chordata,NA,NA,NA,NA,aquatic
hyborhynchus,unknown,Animalia,Actinopterygii,Cypriniformes,Cyprinidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
hybognathus placita,unknown,Animalia,Actinopterygii,Cypriniformes,Cyprinidae,Hybognathus placitus,NA,Chordata,NA,NA,NA,NA,aquatic
hyalotheca sp,unknown,Plantae,Zygnematophyceae,Zygnematales,Desmidiaceae,NA,NA,Charophyta,NA,NA,NA,NA,aquatic
hyalella_azteca,unknown,Metazoa,Malacostraca,Amphipoda,Hyalellidae,Hyalella azteca,NA,Arthropoda,NA,NA,NA,NA,aquatic
hyalella sp,unknown,Animalia,Malacostraca,Amphipoda,Hyalellidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
