data_source,site_name,predator_min_length,predator_max_length,length_units,length_measure,predator_stage,type_of_fish,sample_size,start_date,end_date,habitat,microhabitat,measurement_type,measurement_units,author,year,journal,citation,table_figure,notes,prey_taxon,measurement,prey_stage,sampling_interval,predator_average_length,frequency,fish_genus_species,length_type,start_year,start_month,start_day,end_year,end_month,end_day,figure,fish_id,data_sorted_by,lon,lat,prey_kingdom,prey_class,prey_order,prey_family,prey_species,fish_order,fish_family,fish_species,dateadded,column,unique_character,fish_genus,correction_mult,new_min,new_max,new_average,measurement_type_number_weight_other,measurement_units_total_percent_other,sample_id,citation_to_remove,new_lat,new_lon,site_name_new,delete_row,prey_taxon_cleaned,search_term,prey_phylum,prey_genus,prey_type,measure_numeric,start_date_add,end_date_add,start_date_new,end_date_new
jan_2020_method,"White River, Petersburg, Indiana",,,,,,Pimephales vigilax,201,6/1/1971,10/1/1972,river,lotic,percVolume,percent,Whitaker,1997,TheAmericanMidlandNaturalist,"Whitaker Jr, J. O. (1977). Seasonal changes in food habits of some cyprinid fishes from the White River at Petersburg, Indiana. American Midland Naturalist, 411-418.",tbl2,autumn samples only ,Ooze,45.5,na,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,averaged over size for Autumn samples,-87.2786244,38.4919935,NA,NA,NA,NA,NA,Cypriniformes,Cyprinidae,Pimephales vigilax,8/1/2019,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,miscellaneous,45.5,NA,NA,NA,NA
jan_2020_method,"White River, Petersburg, Indiana",,,,,,Pimephales vigilax,201,6/1/1971,10/1/1972,river,lotic,percVolume,percent,Whitaker,1997,TheAmericanMidlandNaturalist,"Whitaker Jr, J. O. (1977). Seasonal changes in food habits of some cyprinid fishes from the White River at Petersburg, Indiana. American Midland Naturalist, 411-418.",tbl2,autumn samples only ,Seeds,0.1,na,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,averaged over size for Autumn samples,-87.2786244,38.4919935,Plantae,NA,NA,NA,NA,Cypriniformes,Cyprinidae,Pimephales vigilax,8/1/2019,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plantae,NA,NA,NA,Plantae,0.1,NA,NA,NA,NA
jan_2020_method,"White River, Petersburg, Indiana",,,,,,Pimephales vigilax,201,6/1/1971,10/1/1972,river,lotic,percVolume,percent,Whitaker,1997,TheAmericanMidlandNaturalist,"Whitaker Jr, J. O. (1977). Seasonal changes in food habits of some cyprinid fishes from the White River at Petersburg, Indiana. American Midland Naturalist, 411-418.",tbl2,autumn samples only ,Algae,0.2,na,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,averaged over size for Autumn samples,-87.2786244,38.4919935,Plantae,NA,NA,NA,NA,Cypriniformes,Cyprinidae,Pimephales vigilax,8/1/2019,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plantae,NA,NA,NA,Plantae,0.2,NA,NA,NA,NA
jan_2020_method,"White River, Petersburg, Indiana",,,,,,Pimephales vigilax,201,6/1/1971,10/1/1972,river,lotic,percVolume,percent,Whitaker,1997,TheAmericanMidlandNaturalist,"Whitaker Jr, J. O. (1977). Seasonal changes in food habits of some cyprinid fishes from the White River at Petersburg, Indiana. American Midland Naturalist, 411-418.",tbl2,autumn samples only ,Spiders,0.5,na,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,averaged over size for Autumn samples,-87.2786244,38.4919935,Animalia,Arachnida,NA,NA,NA,Cypriniformes,Cyprinidae,Pimephales vigilax,8/1/2019,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,0.5,NA,NA,NA,NA
jan_2020_method,"White River, Petersburg, Indiana",,,,,,Pimephales vigilax,201,6/1/1971,10/1/1972,river,lotic,percVolume,percent,Whitaker,1997,TheAmericanMidlandNaturalist,"Whitaker Jr, J. O. (1977). Seasonal changes in food habits of some cyprinid fishes from the White River at Petersburg, Indiana. American Midland Naturalist, 411-418.",tbl2,autumn samples only ,Ephemeroptera,0.7,na,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,averaged over size for Autumn samples,-87.2786244,38.4919935,Animalia,Insecta,NA,NA,NA,Cypriniformes,Cyprinidae,Pimephales vigilax,8/1/2019,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,0.7,NA,NA,NA,NA
jan_2020_method,"White River, Petersburg, Indiana",,,,,,Pimephales vigilax,201,6/1/1971,10/1/1972,river,lotic,percVolume,percent,Whitaker,1997,TheAmericanMidlandNaturalist,"Whitaker Jr, J. O. (1977). Seasonal changes in food habits of some cyprinid fishes from the White River at Petersburg, Indiana. American Midland Naturalist, 411-418.",tbl2,autumn samples only ,Aphididae,0.3,na,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,averaged over size for Autumn samples,-87.2786244,38.4919935,Animalia,Insecta,NA,Aphididae,NA,Cypriniformes,Cyprinidae,Pimephales vigilax,8/1/2019,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,0.3,NA,NA,NA,NA
jan_2020_method,"White River, Petersburg, Indiana",,,,,,Pimephales vigilax,201,6/1/1971,10/1/1972,river,lotic,percVolume,percent,Whitaker,1997,TheAmericanMidlandNaturalist,"Whitaker Jr, J. O. (1977). Seasonal changes in food habits of some cyprinid fishes from the White River at Petersburg, Indiana. American Midland Naturalist, 411-418.",tbl2,autumn samples only ,Formicidae,0.5,na,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,averaged over size for Autumn samples,-87.2786244,38.4919935,Animalia,Insecta,NA,Formicidae,NA,Cypriniformes,Cyprinidae,Pimephales vigilax,8/1/2019,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,0.5,NA,NA,NA,NA
jan_2020_method,"White River, Petersburg, Indiana",,,,,,Pimephales vigilax,201,6/1/1971,10/1/1972,river,lotic,percVolume,percent,Whitaker,1997,TheAmericanMidlandNaturalist,"Whitaker Jr, J. O. (1977). Seasonal changes in food habits of some cyprinid fishes from the White River at Petersburg, Indiana. American Midland Naturalist, 411-418.",tbl2,autumn samples only ,Immature  insects,1.4,larvae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,averaged over size for Autumn samples,-87.2786244,38.4919935,Animalia,Insecta,NA,NA,NA,Cypriniformes,Cyprinidae,Pimephales vigilax,8/1/2019,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Insecta,NA,NA,NA,Animalia,1.4,NA,NA,NA,NA
jan_2020_method,"White River, Petersburg, Indiana",,,,,,Pimephales vigilax,201,6/1/1971,10/1/1972,river,lotic,percVolume,percent,Whitaker,1997,TheAmericanMidlandNaturalist,"Whitaker Jr, J. O. (1977). Seasonal changes in food habits of some cyprinid fishes from the White River at Petersburg, Indiana. American Midland Naturalist, 411-418.",tbl2,autumn samples only ,Invertebrates,2.1,na,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,averaged over size for Autumn samples,-87.2786244,38.4919935,Animalia,NA,NA,NA,NA,Cypriniformes,Cyprinidae,Pimephales vigilax,8/1/2019,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arthropods,NA,NA,NA,Animalia,2.1,NA,NA,NA,NA
jan_2020_method,"White River, Petersburg, Indiana",,,,,,Pimephales vigilax,201,6/1/1971,10/1/1972,river,lotic,percVolume,percent,Whitaker,1997,TheAmericanMidlandNaturalist,"Whitaker Jr, J. O. (1977). Seasonal changes in food habits of some cyprinid fishes from the White River at Petersburg, Indiana. American Midland Naturalist, 411-418.",tbl2,autumn samples only ,Unidentifed  material,0.1,na,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,averaged over size for Autumn samples,-87.2786244,38.4919935,Metazoa,Clitellata,NA,NA,NA,Cypriniformes,Cyprinidae,Pimephales vigilax,8/1/2019,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,NA,NA,Metazoa,0.1,NA,NA,NA,NA
jan_2020_method,"White River, Petersburg, Indiana",,,,,,Pimephales vigilax,201,6/1/1971,10/1/1972,river,lotic,percVolume,percent,Whitaker,1997,TheAmericanMidlandNaturalist,"Whitaker Jr, J. O. (1977). Seasonal changes in food habits of some cyprinid fishes from the White River at Petersburg, Indiana. American Midland Naturalist, 411-418.",tbl2,autumn samples only ,Vegetation,1.1,na,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,averaged over size for Autumn samples,-87.2786244,38.4919935,Plantae,NA,NA,NA,NA,Cypriniformes,Cyprinidae,Pimephales vigilax,8/1/2019,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plantae,1.1,NA,NA,NA,NA
jan_2020_method,"White River, Petersburg, Indiana",,,,,,Pimephales vigilax,201,6/1/1971,10/1/1972,river,lotic,percVolume,percent,Whitaker,1997,TheAmericanMidlandNaturalist,"Whitaker Jr, J. O. (1977). Seasonal changes in food habits of some cyprinid fishes from the White River at Petersburg, Indiana. American Midland Naturalist, 411-418.",tbl2,autumn samples only ,Diptera,NA,na,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,averaged over size for Autumn samples,-87.2786244,38.4919935,Animalia,Insecta,Diptera,NA,NA,Cypriniformes,Cyprinidae,Pimephales vigilax,8/1/2019,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diptera,NA,NA,NA,Animalia,0,NA,NA,NA,NA
jan_2020_method,"White River, Petersburg, Indiana",,,,,,Pimephales vigilax,201,6/1/1971,10/1/1972,river,lotic,percVolume,percent,Whitaker,1997,TheAmericanMidlandNaturalist,"Whitaker Jr, J. O. (1977). Seasonal changes in food habits of some cyprinid fishes from the White River at Petersburg, Indiana. American Midland Naturalist, 411-418.",tbl2,autumn samples only ,Hymenoptera,NA,na,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,averaged over size for Autumn samples,-87.2786244,38.4919935,Animalia,Insecta,NA,NA,NA,Cypriniformes,Cyprinidae,Pimephales vigilax,8/1/2019,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,0,NA,NA,NA,NA
jan_2020_method,"White River, Petersburg, Indiana",,,,,,Pimephales vigilax,201,6/1/1971,10/1/1972,river,lotic,percVolume,percent,Whitaker,1997,TheAmericanMidlandNaturalist,"Whitaker Jr, J. O. (1977). Seasonal changes in food habits of some cyprinid fishes from the White River at Petersburg, Indiana. American Midland Naturalist, 411-418.",tbl2,autumn samples only ,Hemiptera,NA,na,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,averaged over size for Autumn samples,-87.2786244,38.4919935,Animalia,Insecta,NA,NA,NA,Cypriniformes,Cyprinidae,Pimephales vigilax,8/1/2019,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,0,NA,NA,NA,NA
summer_data_analyze.csv,"Lake Opinicon, Ontario",35,53,mm,total,NA,Lepomis_gibbosus,61,1971-Sep-1,1973-Sep-1,lake,NA,number,na,Keast,1978,JournalOfTheFisheriersResearchBoardOfCanada,"Keast, A. (1978). Feeding interrelations between age-groups of pumpkinseed (Lepomis gibbosus) and comparisons with bluegill (L. macrochirus). Journal of the Fisheries Board of Canada, 35(1), 12-27.",tbl2,NA,Cladocera,check,na,montly,na,NA,NA,NA,1971,Seps,1,1973,Seps,1,NA,215,NA,-76.328,44.559,Animalia,Branchiopoda,NA,NA,NA,Centrarchiformes,Centrarchidae,Lepomis gibbosus,NA,NA,"Lepomis_gibbosus_35_53_mm_61_1971_Seps_na_1973_Seps_na_lake_Keast_1978_JournalOfTheFisheriersResearchBoardOfCanada_Lake Opinicon, Ontario_na_total_montly_Keast, A. (1978). Feeding interrelations between age-groups of pumpkinseed (Lepomis gibbosus) and comparisons with bluegill (L. macrochirus). Journal of the Fisheries Board of Canada, 35(1), 12-27._NA_NA_NA",NA,1,35,53,NA,NA,NA,NA,NA,44.559,-76.328,"Lake Opinicon, Ontario",NA,NA,NA,NA,NA,Animalia,11,NA,NA,9/1/1971,NA
summer_data_analyze.csv,"Lake Opinicon, Ontario",35,53,mm,total,NA,Lepomis_gibbosus,61,1971-Sep-1,1973-Sep-1,lake,NA,number,na,Keast,1978,JournalOfTheFisheriersResearchBoardOfCanada,"Keast, A. (1978). Feeding interrelations between age-groups of pumpkinseed (Lepomis gibbosus) and comparisons with bluegill (L. macrochirus). Journal of the Fisheries Board of Canada, 35(1), 12-27.",tbl2,NA,Hydracarina,NA,na,montly,na,NA,NA,NA,1971,Seps,1,1973,Seps,1,NA,215,NA,-76.328,44.559,Animalia,Arachnida,NA,NA,NA,Centrarchiformes,Centrarchidae,Lepomis gibbosus,NA,NA,"Lepomis_gibbosus_35_53_mm_61_1971_Seps_na_1973_Seps_na_lake_Keast_1978_JournalOfTheFisheriersResearchBoardOfCanada_Lake Opinicon, Ontario_na_total_montly_Keast, A. (1978). Feeding interrelations between age-groups of pumpkinseed (Lepomis gibbosus) and comparisons with bluegill (L. macrochirus). Journal of the Fisheries Board of Canada, 35(1), 12-27._NA_NA_NA",NA,1,35,53,NA,NA,NA,NA,NA,44.559,-76.328,"Lake Opinicon, Ontario",NA,NA,NA,NA,NA,Animalia,0,NA,NA,9/1/1971,NA
summer_data_analyze.csv,"Lake Opinicon, Ontario",35,53,mm,total,NA,Lepomis_gibbosus,61,1971-Sep-1,1973-Sep-1,lake,NA,percVolume,percent,Keast,1978,JournalOfTheFisheriersResearchBoardOfCanada,"Keast, A. (1978). Feeding interrelations between age-groups of pumpkinseed (Lepomis gibbosus) and comparisons with bluegill (L. macrochirus). Journal of the Fisheries Board of Canada, 35(1), 12-27.",tbl2,NA,Hydracarina,NA,na,montly,na,NA,NA,NA,1971,Seps,1,1973,Seps,1,NA,215,NA,-76.328,44.559,Animalia,Arachnida,NA,NA,NA,Centrarchiformes,Centrarchidae,Lepomis gibbosus,NA,NA,"Lepomis_gibbosus_35_53_mm_61_1971_Seps_na_1973_Seps_na_lake_Keast_1978_JournalOfTheFisheriersResearchBoardOfCanada_Lake Opinicon, Ontario_na_total_montly_Keast, A. (1978). Feeding interrelations between age-groups of pumpkinseed (Lepomis gibbosus) and comparisons with bluegill (L. macrochirus). Journal of the Fisheries Board of Canada, 35(1), 12-27._NA_NA_NA",NA,1,35,53,NA,NA,NA,NA,NA,44.559,-76.328,"Lake Opinicon, Ontario",NA,NA,NA,NA,NA,Animalia,0,NA,NA,9/1/1971,NA
