"site_name","type_of_fish","measurement_type","measurement_units","predator_min_length","predator_max_length","predator_average_length","length_units","length_measure","predator_stage","sample_size","start_date","end_date","sampling_interval","habitat","microhabitat","author","year","journal","citation","table_figure","data_sorted_by","sample_id","notes","prey_taxon","measurement","prey_stage"
"Lake Volvi, Greece","Alosa macedonica","number","total","102","214",NA,"mm","total length",NA,"40","1996-08-01","1996-08-01","monthly","lentic",NA,"Kleanthidis","2001","Israel Journal of Ecology and Evolution","Kleanthidis, P. K., & Sinis, A. I. (2001). Feeding habits of the macedonian shad, Alosa macedonica (Vinciguerra, 1921) in Lake Volvi (Greece): seasonal and ontogenetic changes. Israel Journal of Ecology and Evolution, 47(3), 213-232.","tbl3","averaged over size","11",NA,"keratella_quadrata","0","unknown"
"Lake Volvi, Greece","Alosa macedonica","number","total","102","214",NA,"mm","total length",NA,"42","1996-09-01","1996-09-01","monthly","lentic",NA,"Kleanthidis","2001","Israel Journal of Ecology and Evolution","Kleanthidis, P. K., & Sinis, A. I. (2001). Feeding habits of the macedonian shad, Alosa macedonica (Vinciguerra, 1921) in Lake Volvi (Greece): seasonal and ontogenetic changes. Israel Journal of Ecology and Evolution, 47(3), 213-232.","tbl3","averaged over size","12",NA,"keratella_quadrata","0.1","unknown"
"Lake Volvi, Greece","Alosa macedonica","number","total","102","214",NA,"mm","total length",NA,"98","1995-10-01","1995-10-01","monthly","lentic",NA,"Kleanthidis","2001","Israel Journal of Ecology and Evolution","Kleanthidis, P. K., & Sinis, A. I. (2001). Feeding habits of the macedonian shad, Alosa macedonica (Vinciguerra, 1921) in Lake Volvi (Greece): seasonal and ontogenetic changes. Israel Journal of Ecology and Evolution, 47(3), 213-232.","tbl3","averaged over size","1",NA,"asplanchna_priodonta","0","unknown"
"Lake Volvi, Greece","Alosa macedonica","number","total","102","214",NA,"mm","total length",NA,"115","1995-11-01","1995-11-01","monthly","lentic",NA,"Kleanthidis","2001","Israel Journal of Ecology and Evolution","Kleanthidis, P. K., & Sinis, A. I. (2001). Feeding habits of the macedonian shad, Alosa macedonica (Vinciguerra, 1921) in Lake Volvi (Greece): seasonal and ontogenetic changes. Israel Journal of Ecology and Evolution, 47(3), 213-232.","tbl3","averaged over size","2",NA,"asplanchna_priodonta","0","unknown"
"Lake Volvi, Greece","Alosa macedonica","number","total","102","214",NA,"mm","total length",NA,"71","1995-12-01","1995-12-01","monthly","lentic",NA,"Kleanthidis","2001","Israel Journal of Ecology and Evolution","Kleanthidis, P. K., & Sinis, A. I. (2001). Feeding habits of the macedonian shad, Alosa macedonica (Vinciguerra, 1921) in Lake Volvi (Greece): seasonal and ontogenetic changes. Israel Journal of Ecology and Evolution, 47(3), 213-232.","tbl3","averaged over size","3",NA,"asplanchna_priodonta","0","unknown"
"Lake Volvi, Greece","Alosa macedonica","number","total","102","214",NA,"mm","total length",NA,"88","1996-01-01","1996-01-01","monthly","lentic",NA,"Kleanthidis","2001","Israel Journal of Ecology and Evolution","Kleanthidis, P. K., & Sinis, A. I. (2001). Feeding habits of the macedonian shad, Alosa macedonica (Vinciguerra, 1921) in Lake Volvi (Greece): seasonal and ontogenetic changes. Israel Journal of Ecology and Evolution, 47(3), 213-232.","tbl3","averaged over size","4",NA,"asplanchna_priodonta","0","unknown"
"Lake Volvi, Greece","Alosa macedonica","number","total","102","214",NA,"mm","total length",NA,"64","1996-02-01","1996-02-01","monthly","lentic",NA,"Kleanthidis","2001","Israel Journal of Ecology and Evolution","Kleanthidis, P. K., & Sinis, A. I. (2001). Feeding habits of the macedonian shad, Alosa macedonica (Vinciguerra, 1921) in Lake Volvi (Greece): seasonal and ontogenetic changes. Israel Journal of Ecology and Evolution, 47(3), 213-232.","tbl3","averaged over size","5",NA,"asplanchna_priodonta","0","unknown"
"Lake Volvi, Greece","Alosa macedonica","number","total","102","214",NA,"mm","total length",NA,"26","1996-03-01","1996-03-01","monthly","lentic",NA,"Kleanthidis","2001","Israel Journal of Ecology and Evolution","Kleanthidis, P. K., & Sinis, A. I. (2001). Feeding habits of the macedonian shad, Alosa macedonica (Vinciguerra, 1921) in Lake Volvi (Greece): seasonal and ontogenetic changes. Israel Journal of Ecology and Evolution, 47(3), 213-232.","tbl3","averaged over size","6",NA,"asplanchna_priodonta","0.8","unknown"
"Lake Volvi, Greece","Alosa macedonica","number","total","102","214",NA,"mm","total length",NA,"104","1996-04-01","1996-04-01","monthly","lentic",NA,"Kleanthidis","2001","Israel Journal of Ecology and Evolution","Kleanthidis, P. K., & Sinis, A. I. (2001). Feeding habits of the macedonian shad, Alosa macedonica (Vinciguerra, 1921) in Lake Volvi (Greece): seasonal and ontogenetic changes. Israel Journal of Ecology and Evolution, 47(3), 213-232.","tbl3","averaged over size","7",NA,"asplanchna_priodonta","14.9","unknown"
"Lake Volvi, Greece","Alosa macedonica","number","total","102","214",NA,"mm","total length",NA,"26","1996-05-01","1996-05-01","monthly","lentic",NA,"Kleanthidis","2001","Israel Journal of Ecology and Evolution","Kleanthidis, P. K., & Sinis, A. I. (2001). Feeding habits of the macedonian shad, Alosa macedonica (Vinciguerra, 1921) in Lake Volvi (Greece): seasonal and ontogenetic changes. Israel Journal of Ecology and Evolution, 47(3), 213-232.","tbl3","averaged over size","8",NA,"asplanchna_priodonta","920.9","unknown"
"Lake Volvi, Greece","Alosa macedonica","number","total","102","214",NA,"mm","total length",NA,"26","1996-06-01","1996-06-01","monthly","lentic",NA,"Kleanthidis","2001","Israel Journal of Ecology and Evolution","Kleanthidis, P. K., & Sinis, A. I. (2001). Feeding habits of the macedonian shad, Alosa macedonica (Vinciguerra, 1921) in Lake Volvi (Greece): seasonal and ontogenetic changes. Israel Journal of Ecology and Evolution, 47(3), 213-232.","tbl3","averaged over size","9",NA,"asplanchna_priodonta","0","unknown"
"Lake Volvi, Greece","Alosa macedonica","number","total","102","214",NA,"mm","total length",NA,"99","1996-07-01","1996-07-01","monthly","lentic",NA,"Kleanthidis","2001","Israel Journal of Ecology and Evolution","Kleanthidis, P. K., & Sinis, A. I. (2001). Feeding habits of the macedonian shad, Alosa macedonica (Vinciguerra, 1921) in Lake Volvi (Greece): seasonal and ontogenetic changes. Israel Journal of Ecology and Evolution, 47(3), 213-232.","tbl3","averaged over size","10",NA,"asplanchna_priodonta","0","unknown"
"Lake Volvi, Greece","Alosa macedonica","number","total","102","214",NA,"mm","total length",NA,"40","1996-08-01","1996-08-01","monthly","lentic",NA,"Kleanthidis","2001","Israel Journal of Ecology and Evolution","Kleanthidis, P. K., & Sinis, A. I. (2001). Feeding habits of the macedonian shad, Alosa macedonica (Vinciguerra, 1921) in Lake Volvi (Greece): seasonal and ontogenetic changes. Israel Journal of Ecology and Evolution, 47(3), 213-232.","tbl3","averaged over size","11",NA,"asplanchna_priodonta","0","unknown"
"Lake Volvi, Greece","Alosa macedonica","number","total","102","214",NA,"mm","total length",NA,"42","1996-09-01","1996-09-01","monthly","lentic",NA,"Kleanthidis","2001","Israel Journal of Ecology and Evolution","Kleanthidis, P. K., & Sinis, A. I. (2001). Feeding habits of the macedonian shad, Alosa macedonica (Vinciguerra, 1921) in Lake Volvi (Greece): seasonal and ontogenetic changes. Israel Journal of Ecology and Evolution, 47(3), 213-232.","tbl3","averaged over size","12",NA,"asplanchna_priodonta","0","unknown"
"Lake Volvi, Greece","Alosa macedonica","number","total","102","214",NA,"mm","total length",NA,"98","1995-10-01","1995-10-01","monthly","lentic",NA,"Kleanthidis","2001","Israel Journal of Ecology and Evolution","Kleanthidis, P. K., & Sinis, A. I. (2001). Feeding habits of the macedonian shad, Alosa macedonica (Vinciguerra, 1921) in Lake Volvi (Greece): seasonal and ontogenetic changes. Israel Journal of Ecology and Evolution, 47(3), 213-232.","tbl3","averaged over size","1",NA,"brachionus_angularis","0","unknown"
"Lake Volvi, Greece","Alosa macedonica","number","total","102","214",NA,"mm","total length",NA,"115","1995-11-01","1995-11-01","monthly","lentic",NA,"Kleanthidis","2001","Israel Journal of Ecology and Evolution","Kleanthidis, P. K., & Sinis, A. I. (2001). Feeding habits of the macedonian shad, Alosa macedonica (Vinciguerra, 1921) in Lake Volvi (Greece): seasonal and ontogenetic changes. Israel Journal of Ecology and Evolution, 47(3), 213-232.","tbl3","averaged over size","2",NA,"brachionus_angularis","0","unknown"
"Lake Volvi, Greece","Alosa macedonica","number","total","102","214",NA,"mm","total length",NA,"71","1995-12-01","1995-12-01","monthly","lentic",NA,"Kleanthidis","2001","Israel Journal of Ecology and Evolution","Kleanthidis, P. K., & Sinis, A. I. (2001). Feeding habits of the macedonian shad, Alosa macedonica (Vinciguerra, 1921) in Lake Volvi (Greece): seasonal and ontogenetic changes. Israel Journal of Ecology and Evolution, 47(3), 213-232.","tbl3","averaged over size","3",NA,"brachionus_angularis","0","unknown"
"Lake Volvi, Greece","Alosa macedonica","number","total","102","214",NA,"mm","total length",NA,"88","1996-01-01","1996-01-01","monthly","lentic",NA,"Kleanthidis","2001","Israel Journal of Ecology and Evolution","Kleanthidis, P. K., & Sinis, A. I. (2001). Feeding habits of the macedonian shad, Alosa macedonica (Vinciguerra, 1921) in Lake Volvi (Greece): seasonal and ontogenetic changes. Israel Journal of Ecology and Evolution, 47(3), 213-232.","tbl3","averaged over size","4",NA,"brachionus_angularis","0","unknown"
"Lake Volvi, Greece","Alosa macedonica","number","total","102","214",NA,"mm","total length",NA,"64","1996-02-01","1996-02-01","monthly","lentic",NA,"Kleanthidis","2001","Israel Journal of Ecology and Evolution","Kleanthidis, P. K., & Sinis, A. I. (2001). Feeding habits of the macedonian shad, Alosa macedonica (Vinciguerra, 1921) in Lake Volvi (Greece): seasonal and ontogenetic changes. Israel Journal of Ecology and Evolution, 47(3), 213-232.","tbl3","averaged over size","5",NA,"brachionus_angularis","0","unknown"
"Lake Volvi, Greece","Alosa macedonica","number","total","102","214",NA,"mm","total length",NA,"26","1996-03-01","1996-03-01","monthly","lentic",NA,"Kleanthidis","2001","Israel Journal of Ecology and Evolution","Kleanthidis, P. K., & Sinis, A. I. (2001). Feeding habits of the macedonian shad, Alosa macedonica (Vinciguerra, 1921) in Lake Volvi (Greece): seasonal and ontogenetic changes. Israel Journal of Ecology and Evolution, 47(3), 213-232.","tbl3","averaged over size","6",NA,"brachionus_angularis","0","unknown"
"Lake Volvi, Greece","Alosa macedonica","number","total","102","214",NA,"mm","total length",NA,"104","1996-04-01","1996-04-01","monthly","lentic",NA,"Kleanthidis","2001","Israel Journal of Ecology and Evolution","Kleanthidis, P. K., & Sinis, A. I. (2001). Feeding habits of the macedonian shad, Alosa macedonica (Vinciguerra, 1921) in Lake Volvi (Greece): seasonal and ontogenetic changes. Israel Journal of Ecology and Evolution, 47(3), 213-232.","tbl3","averaged over size","7",NA,"brachionus_angularis","3.2","unknown"
"Lake Volvi, Greece","Alosa macedonica","number","total","102","214",NA,"mm","total length",NA,"26","1996-05-01","1996-05-01","monthly","lentic",NA,"Kleanthidis","2001","Israel Journal of Ecology and Evolution","Kleanthidis, P. K., & Sinis, A. I. (2001). Feeding habits of the macedonian shad, Alosa macedonica (Vinciguerra, 1921) in Lake Volvi (Greece): seasonal and ontogenetic changes. Israel Journal of Ecology and Evolution, 47(3), 213-232.","tbl3","averaged over size","8",NA,"brachionus_angularis","729.3","unknown"
"Lake Volvi, Greece","Alosa macedonica","number","total","102","214",NA,"mm","total length",NA,"26","1996-06-01","1996-06-01","monthly","lentic",NA,"Kleanthidis","2001","Israel Journal of Ecology and Evolution","Kleanthidis, P. K., & Sinis, A. I. (2001). Feeding habits of the macedonian shad, Alosa macedonica (Vinciguerra, 1921) in Lake Volvi (Greece): seasonal and ontogenetic changes. Israel Journal of Ecology and Evolution, 47(3), 213-232.","tbl3","averaged over size","9",NA,"brachionus_angularis","0","unknown"
"Lake Volvi, Greece","Alosa macedonica","number","total","102","214",NA,"mm","total length",NA,"99","1996-07-01","1996-07-01","monthly","lentic",NA,"Kleanthidis","2001","Israel Journal of Ecology and Evolution","Kleanthidis, P. K., & Sinis, A. I. (2001). Feeding habits of the macedonian shad, Alosa macedonica (Vinciguerra, 1921) in Lake Volvi (Greece): seasonal and ontogenetic changes. Israel Journal of Ecology and Evolution, 47(3), 213-232.","tbl3","averaged over size","10",NA,"brachionus_angularis","0","unknown"
"Lake Volvi, Greece","Alosa macedonica","number","total","102","214",NA,"mm","total length",NA,"40","1996-08-01","1996-08-01","monthly","lentic",NA,"Kleanthidis","2001","Israel Journal of Ecology and Evolution","Kleanthidis, P. K., & Sinis, A. I. (2001). Feeding habits of the macedonian shad, Alosa macedonica (Vinciguerra, 1921) in Lake Volvi (Greece): seasonal and ontogenetic changes. Israel Journal of Ecology and Evolution, 47(3), 213-232.","tbl3","averaged over size","11",NA,"brachionus_angularis","0","unknown"
"Lake Volvi, Greece","Alosa macedonica","number","total","102","214",NA,"mm","total length",NA,"42","1996-09-01","1996-09-01","monthly","lentic",NA,"Kleanthidis","2001","Israel Journal of Ecology and Evolution","Kleanthidis, P. K., & Sinis, A. I. (2001). Feeding habits of the macedonian shad, Alosa macedonica (Vinciguerra, 1921) in Lake Volvi (Greece): seasonal and ontogenetic changes. Israel Journal of Ecology and Evolution, 47(3), 213-232.","tbl3","averaged over size","12",NA,"brachionus_angularis","0","unknown"
"Lake Volvi, Greece","Alosa macedonica","number","total","102","214",NA,"mm","total length",NA,"98","1995-10-01","1995-10-01","monthly","lentic",NA,"Kleanthidis","2001","Israel Journal of Ecology and Evolution","Kleanthidis, P. K., & Sinis, A. I. (2001). Feeding habits of the macedonian shad, Alosa macedonica (Vinciguerra, 1921) in Lake Volvi (Greece): seasonal and ontogenetic changes. Israel Journal of Ecology and Evolution, 47(3), 213-232.","tbl3","averaged over size","1",NA,"b_diversicornis","41.8","unknown"
"Lake Volvi, Greece","Alosa macedonica","number","total","102","214",NA,"mm","total length",NA,"115","1995-11-01","1995-11-01","monthly","lentic",NA,"Kleanthidis","2001","Israel Journal of Ecology and Evolution","Kleanthidis, P. K., & Sinis, A. I. (2001). Feeding habits of the macedonian shad, Alosa macedonica (Vinciguerra, 1921) in Lake Volvi (Greece): seasonal and ontogenetic changes. Israel Journal of Ecology and Evolution, 47(3), 213-232.","tbl3","averaged over size","2",NA,"b_diversicornis","4","unknown"
"Lake Volvi, Greece","Alosa macedonica","number","total","102","214",NA,"mm","total length",NA,"71","1995-12-01","1995-12-01","monthly","lentic",NA,"Kleanthidis","2001","Israel Journal of Ecology and Evolution","Kleanthidis, P. K., & Sinis, A. I. (2001). Feeding habits of the macedonian shad, Alosa macedonica (Vinciguerra, 1921) in Lake Volvi (Greece): seasonal and ontogenetic changes. Israel Journal of Ecology and Evolution, 47(3), 213-232.","tbl3","averaged over size","3",NA,"b_diversicornis","0","unknown"
"Lake Volvi, Greece","Alosa macedonica","number","total","102","214",NA,"mm","total length",NA,"88","1996-01-01","1996-01-01","monthly","lentic",NA,"Kleanthidis","2001","Israel Journal of Ecology and Evolution","Kleanthidis, P. K., & Sinis, A. I. (2001). Feeding habits of the macedonian shad, Alosa macedonica (Vinciguerra, 1921) in Lake Volvi (Greece): seasonal and ontogenetic changes. Israel Journal of Ecology and Evolution, 47(3), 213-232.","tbl3","averaged over size","4",NA,"b_diversicornis","0.1","unknown"
"Lake Volvi, Greece","Alosa macedonica","number","total","102","214",NA,"mm","total length",NA,"64","1996-02-01","1996-02-01","monthly","lentic",NA,"Kleanthidis","2001","Israel Journal of Ecology and Evolution","Kleanthidis, P. K., & Sinis, A. I. (2001). Feeding habits of the macedonian shad, Alosa macedonica (Vinciguerra, 1921) in Lake Volvi (Greece): seasonal and ontogenetic changes. Israel Journal of Ecology and Evolution, 47(3), 213-232.","tbl3","averaged over size","5",NA,"b_diversicornis","0","unknown"
"Lake Volvi, Greece","Alosa macedonica","number","total","102","214",NA,"mm","total length",NA,"26","1996-03-01","1996-03-01","monthly","lentic",NA,"Kleanthidis","2001","Israel Journal of Ecology and Evolution","Kleanthidis, P. K., & Sinis, A. I. (2001). Feeding habits of the macedonian shad, Alosa macedonica (Vinciguerra, 1921) in Lake Volvi (Greece): seasonal and ontogenetic changes. Israel Journal of Ecology and Evolution, 47(3), 213-232.","tbl3","averaged over size","6",NA,"b_diversicornis","0","unknown"
"Lake Volvi, Greece","Alosa macedonica","number","total","102","214",NA,"mm","total length",NA,"104","1996-04-01","1996-04-01","monthly","lentic",NA,"Kleanthidis","2001","Israel Journal of Ecology and Evolution","Kleanthidis, P. K., & Sinis, A. I. (2001). Feeding habits of the macedonian shad, Alosa macedonica (Vinciguerra, 1921) in Lake Volvi (Greece): seasonal and ontogenetic changes. Israel Journal of Ecology and Evolution, 47(3), 213-232.","tbl3","averaged over size","7",NA,"b_diversicornis","0","unknown"
"Lake Volvi, Greece","Alosa macedonica","number","total","102","214",NA,"mm","total length",NA,"26","1996-05-01","1996-05-01","monthly","lentic",NA,"Kleanthidis","2001","Israel Journal of Ecology and Evolution","Kleanthidis, P. K., & Sinis, A. I. (2001). Feeding habits of the macedonian shad, Alosa macedonica (Vinciguerra, 1921) in Lake Volvi (Greece): seasonal and ontogenetic changes. Israel Journal of Ecology and Evolution, 47(3), 213-232.","tbl3","averaged over size","8",NA,"b_diversicornis","0","unknown"
"Lake Volvi, Greece","Alosa macedonica","number","total","102","214",NA,"mm","total length",NA,"26","1996-06-01","1996-06-01","monthly","lentic",NA,"Kleanthidis","2001","Israel Journal of Ecology and Evolution","Kleanthidis, P. K., & Sinis, A. I. (2001). Feeding habits of the macedonian shad, Alosa macedonica (Vinciguerra, 1921) in Lake Volvi (Greece): seasonal and ontogenetic changes. Israel Journal of Ecology and Evolution, 47(3), 213-232.","tbl3","averaged over size","9",NA,"b_diversicornis","0","unknown"
"Lake Volvi, Greece","Alosa macedonica","number","total","102","214",NA,"mm","total length",NA,"99","1996-07-01","1996-07-01","monthly","lentic",NA,"Kleanthidis","2001","Israel Journal of Ecology and Evolution","Kleanthidis, P. K., & Sinis, A. I. (2001). Feeding habits of the macedonian shad, Alosa macedonica (Vinciguerra, 1921) in Lake Volvi (Greece): seasonal and ontogenetic changes. Israel Journal of Ecology and Evolution, 47(3), 213-232.","tbl3","averaged over size","10",NA,"b_diversicornis","56.5","unknown"
"Lake Volvi, Greece","Alosa macedonica","number","total","102","214",NA,"mm","total length",NA,"40","1996-08-01","1996-08-01","monthly","lentic",NA,"Kleanthidis","2001","Israel Journal of Ecology and Evolution","Kleanthidis, P. K., & Sinis, A. I. (2001). Feeding habits of the macedonian shad, Alosa macedonica (Vinciguerra, 1921) in Lake Volvi (Greece): seasonal and ontogenetic changes. Israel Journal of Ecology and Evolution, 47(3), 213-232.","tbl3","averaged over size","11",NA,"b_diversicornis","284.8","unknown"
"Lake Volvi, Greece","Alosa macedonica","number","total","102","214",NA,"mm","total length",NA,"42","1996-09-01","1996-09-01","monthly","lentic",NA,"Kleanthidis","2001","Israel Journal of Ecology and Evolution","Kleanthidis, P. K., & Sinis, A. I. (2001). Feeding habits of the macedonian shad, Alosa macedonica (Vinciguerra, 1921) in Lake Volvi (Greece): seasonal and ontogenetic changes. Israel Journal of Ecology and Evolution, 47(3), 213-232.","tbl3","averaged over size","12",NA,"b_diversicornis","512.7","unknown"
"Lake Volvi, Greece","Alosa macedonica","number","total","102","214",NA,"mm","total length",NA,"98","1995-10-01","1995-10-01","monthly","lentic",NA,"Kleanthidis","2001","Israel Journal of Ecology and Evolution","Kleanthidis, P. K., & Sinis, A. I. (2001). Feeding habits of the macedonian shad, Alosa macedonica (Vinciguerra, 1921) in Lake Volvi (Greece): seasonal and ontogenetic changes. Israel Journal of Ecology and Evolution, 47(3), 213-232.","tbl3","averaged over size","1",NA,"trichocerca_capucina","11.9","unknown"
"Lake Volvi, Greece","Alosa macedonica","number","total","102","214",NA,"mm","total length",NA,"115","1995-11-01","1995-11-01","monthly","lentic",NA,"Kleanthidis","2001","Israel Journal of Ecology and Evolution","Kleanthidis, P. K., & Sinis, A. I. (2001). Feeding habits of the macedonian shad, Alosa macedonica (Vinciguerra, 1921) in Lake Volvi (Greece): seasonal and ontogenetic changes. Israel Journal of Ecology and Evolution, 47(3), 213-232.","tbl3","averaged over size","2",NA,"trichocerca_capucina","4.3","unknown"
"Lake Volvi, Greece","Alosa macedonica","number","total","102","214",NA,"mm","total length",NA,"71","1995-12-01","1995-12-01","monthly","lentic",NA,"Kleanthidis","2001","Israel Journal of Ecology and Evolution","Kleanthidis, P. K., & Sinis, A. I. (2001). Feeding habits of the macedonian shad, Alosa macedonica (Vinciguerra, 1921) in Lake Volvi (Greece): seasonal and ontogenetic changes. Israel Journal of Ecology and Evolution, 47(3), 213-232.","tbl3","averaged over size","3",NA,"trichocerca_capucina","1.3","unknown"
"Lake Volvi, Greece","Alosa macedonica","number","total","102","214",NA,"mm","total length",NA,"88","1996-01-01","1996-01-01","monthly","lentic",NA,"Kleanthidis","2001","Israel Journal of Ecology and Evolution","Kleanthidis, P. K., & Sinis, A. I. (2001). Feeding habits of the macedonian shad, Alosa macedonica (Vinciguerra, 1921) in Lake Volvi (Greece): seasonal and ontogenetic changes. Israel Journal of Ecology and Evolution, 47(3), 213-232.","tbl3","averaged over size","4",NA,"trichocerca_capucina","0.1","unknown"
"Lake Volvi, Greece","Alosa macedonica","number","total","102","214",NA,"mm","total length",NA,"64","1996-02-01","1996-02-01","monthly","lentic",NA,"Kleanthidis","2001","Israel Journal of Ecology and Evolution","Kleanthidis, P. K., & Sinis, A. I. (2001). Feeding habits of the macedonian shad, Alosa macedonica (Vinciguerra, 1921) in Lake Volvi (Greece): seasonal and ontogenetic changes. Israel Journal of Ecology and Evolution, 47(3), 213-232.","tbl3","averaged over size","5",NA,"trichocerca_capucina","0","unknown"
"Lake Volvi, Greece","Alosa macedonica","number","total","102","214",NA,"mm","total length",NA,"26","1996-03-01","1996-03-01","monthly","lentic",NA,"Kleanthidis","2001","Israel Journal of Ecology and Evolution","Kleanthidis, P. K., & Sinis, A. I. (2001). Feeding habits of the macedonian shad, Alosa macedonica (Vinciguerra, 1921) in Lake Volvi (Greece): seasonal and ontogenetic changes. Israel Journal of Ecology and Evolution, 47(3), 213-232.","tbl3","averaged over size","6",NA,"trichocerca_capucina","0","unknown"
