"","fish_id","site_name","type_of_fish","measurement_type","measurement_units","predator_min_length","predator_max_length","predator_average_length","length_units","length_measure","predator_stage","sample_size","start_date","end_date","sampling_interval","habitat","microhabitat","author","year","journal","citation","table_figure","data_sorted_by","sample_id","notes","prey_taxon","measurement","prey_stage"
"11","0001FFMGHRKR7BV7HWD60MSXXW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30",NA,NA,NA,"lake",NA,"Hammar","1998","Nordic Journal of Freshwater Research","Hammar, J. O. H. A. N. (1998). Interactive asymmetry and seasonal niche shifts in sympatric Arctic char (Salvelinus alpinus) and brown trout (Salmo trutta): evidence from winter diet and accumulation of radiocesium. Nordic Journal of Freshwater Research, 33-64.","tbl 2","collection site","21",NA,"benthos","7.3","unknown"
"12","0001FFMGHRKR7BV7HWD60MSXXW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30",NA,NA,NA,"lake",NA,"Hammar","1998","Nordic Journal of Freshwater Research","Hammar, J. O. H. A. N. (1998). Interactive asymmetry and seasonal niche shifts in sympatric Arctic char (Salvelinus alpinus) and brown trout (Salmo trutta): evidence from winter diet and accumulation of radiocesium. Nordic Journal of Freshwater Research, 33-64.","tbl 2","collection site","21",NA,"fish roe","0","unknown"
"13","0001FFMGJ5400CK74QHYDRXQJ1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","1980-05-01","1982-09-01","may to august months","Lake","no mention","Rondorf et al.","1990","Transactions of the American Fisheries Society","Rondorf, D. W., Gray, G. A., & Fairley, R. B. (1990). Feeding ecology of subyearling chinook salmon in riverine and reservoir habitats of the Columbia River. Transactions of the American Fisheries Society, 119(1), 16-24.","tbl 1","midreservoir habitat","12",NA,"cladocera","44.4","unknown"
"14","0001FFMGJ5400CK74QHYDRXQJ1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","1980-05-01","1982-09-01","may to august months","Lake","no mention","Rondorf et al.","1990","Transactions of the American Fisheries Society","Rondorf, D. W., Gray, G. A., & Fairley, R. B. (1990). Feeding ecology of subyearling chinook salmon in riverine and reservoir habitats of the Columbia River. Transactions of the American Fisheries Society, 119(1), 16-24.","tbl 1","midreservoir habitat","12",NA,"amphipoda","36.700000000000003","unknown"
"15","0001FFMGJ5400CK74QHYDRXQJ1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","1980-05-01","1982-09-01","may to august months","Lake","no mention","Rondorf et al.","1990","Transactions of the American Fisheries Society","Rondorf, D. W., Gray, G. A., & Fairley, R. B. (1990). Feeding ecology of subyearling chinook salmon in riverine and reservoir habitats of the Columbia River. Transactions of the American Fisheries Society, 119(1), 16-24.","tbl 1","midreservoir habitat","12",NA,"ephemeroptera",NA,"unknown"
"16","0001FFMGJ5400CK74QHYDRXQJ1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","1980-05-01","1982-09-01","may to august months","Lake","no mention","Rondorf et al.","1990","Transactions of the American Fisheries Society","Rondorf, D. W., Gray, G. A., & Fairley, R. B. (1990). Feeding ecology of subyearling chinook salmon in riverine and reservoir habitats of the Columbia River. Transactions of the American Fisheries Society, 119(1), 16-24.","tbl 1","midreservoir habitat","12",NA,"hemiptera","1.1000000000000001","unknown"
"17","0001FFMGJ5400CK74QHYDRXQJ1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","1980-05-01","1982-09-01","may to august months","Lake","no mention","Rondorf et al.","1990","Transactions of the American Fisheries Society","Rondorf, D. W., Gray, G. A., & Fairley, R. B. (1990). Feeding ecology of subyearling chinook salmon in riverine and reservoir habitats of the Columbia River. Transactions of the American Fisheries Society, 119(1), 16-24.","tbl 1","midreservoir habitat","12",NA,"homoptera","3.9","unknown"
"18","0001FFMGJ5400CK74QHYDRXQJ1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","1980-05-01","1982-09-01","may to august months","Lake","no mention","Rondorf et al.","1990","Transactions of the American Fisheries Society","Rondorf, D. W., Gray, G. A., & Fairley, R. B. (1990). Feeding ecology of subyearling chinook salmon in riverine and reservoir habitats of the Columbia River. Transactions of the American Fisheries Society, 119(1), 16-24.","tbl 1","midreservoir habitat","12",NA,"trichoptera","0.7","unknown"
"19","0001FFMGJ5400CK74QHYDRXQJ1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","1980-05-01","1982-09-01","may to august months","Lake","no mention","Rondorf et al.","1990","Transactions of the American Fisheries Society","Rondorf, D. W., Gray, G. A., & Fairley, R. B. (1990). Feeding ecology of subyearling chinook salmon in riverine and reservoir habitats of the Columbia River. Transactions of the American Fisheries Society, 119(1), 16-24.","tbl 1","midreservoir habitat","12",NA,"diptera","12.5","unknown"
"20","0001FFMGJ5400CK74QHYDRXQJ1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","1980-05-01","1982-09-01","may to august months","Lake","no mention","Rondorf et al.","1990","Transactions of the American Fisheries Society","Rondorf, D. W., Gray, G. A., & Fairley, R. B. (1990). Feeding ecology of subyearling chinook salmon in riverine and reservoir habitats of the Columbia River. Transactions of the American Fisheries Society, 119(1), 16-24.","tbl 1","midreservoir habitat","12",NA,"hymenoptera","0.2","unknown"
"21","0001FFMGJ5400CK74QHYDRXQJ1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","1980-05-01","1982-09-01","may to august months","Lake","no mention","Rondorf et al.","1990","Transactions of the American Fisheries Society","Rondorf, D. W., Gray, G. A., & Fairley, R. B. (1990). Feeding ecology of subyearling chinook salmon in riverine and reservoir habitats of the Columbia River. Transactions of the American Fisheries Society, 119(1), 16-24.","tbl 1","midreservoir habitat","12",NA,"other","Tr","unknown"
"22","0001FFMGK6VT6ENCK01R1CSAJ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","2",NA,"algae","40","unknown"
"23","0001FFMGK6YJ28DC921F0G6S8C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","3",NA,"algae","30","unknown"
"24","0001FFMGK6QQTPFA21D43TVZJK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","4",NA,"algae","50","unknown"
"25","0001FFMGK623HG9144P99WD721",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","5",NA,"algae",NA,"unknown"
"26","0001FFMGK6A7R2N3DMKKKCT9QQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","6",NA,"algae",NA,"unknown"
"27","0001FFMGK6MG04NEFMXRXA45BB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","7",NA,"algae","5","unknown"
"28","0001FFMGK6BJ72VXHWHNHAJFC2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","8",NA,"algae","30","unknown"
"29","0001FFMGK6R1MNZMJ9XHD92QD3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","9",NA,"algae","tr","unknown"
"30","0001FFMGK6M3YJCMNNBWH4NGA8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","10",NA,"algae","1","unknown"
"31","0001FFMGK6VT6ENCK01R1CSAJ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","2",NA,"plant materials",NA,"unknown"
"32","0001FFMGK6YJ28DC921F0G6S8C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","3",NA,"plant materials","25","unknown"
"33","0001FFMGK6QQTPFA21D43TVZJK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","4",NA,"plant materials",NA,"unknown"
"34","0001FFMGK623HG9144P99WD721",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","5",NA,"plant materials",NA,"unknown"
"35","0001FFMGK6A7R2N3DMKKKCT9QQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","6",NA,"plant materials",NA,"unknown"
"36","0001FFMGK6MG04NEFMXRXA45BB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","7",NA,"plant materials","10","unknown"
"37","0001FFMGK6BJ72VXHWHNHAJFC2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","8",NA,"plant materials",NA,"unknown"
"38","0001FFMGK6R1MNZMJ9XHD92QD3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","9",NA,"plant materials",NA,"unknown"
"39","0001FFMGK6M3YJCMNNBWH4NGA8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","10",NA,"plant materials",NA,"unknown"
"40","0001FFMGK6VT6ENCK01R1CSAJ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","2",NA,"insect remains","18","unknown"
"41","0001FFMGK6YJ28DC921F0G6S8C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","3",NA,"insect remains","20","unknown"
"42","0001FFMGK6QQTPFA21D43TVZJK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","4",NA,"insect remains",NA,"unknown"
"43","0001FFMGK623HG9144P99WD721",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","5",NA,"insect remains","20","unknown"
"44","0001FFMGK6A7R2N3DMKKKCT9QQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","6",NA,"insect remains","35","unknown"
"45","0001FFMGK6MG04NEFMXRXA45BB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","7",NA,"insect remains","20","unknown"
"46","0001FFMGK6BJ72VXHWHNHAJFC2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","8",NA,"insect remains",NA,"unknown"
"47","0001FFMGK6R1MNZMJ9XHD92QD3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","9",NA,"insect remains","28","unknown"
"48","0001FFMGK6M3YJCMNNBWH4NGA8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","10",NA,"insect remains","1","unknown"
"49","0001FFMGK6VT6ENCK01R1CSAJ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","2",NA,"insect larvae","30","larvae"
"50","0001FFMGK6YJ28DC921F0G6S8C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","3",NA,"insect larvae",NA,"larvae"
"51","0001FFMGK6QQTPFA21D43TVZJK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","4",NA,"insect larvae",NA,"larvae"
"52","0001FFMGK623HG9144P99WD721",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","5",NA,"insect larvae","40","larvae"
"53","0001FFMGK6A7R2N3DMKKKCT9QQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","6",NA,"insect larvae","22","larvae"
"54","0001FFMGK6MG04NEFMXRXA45BB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","7",NA,"insect larvae","1","larvae"
"55","0001FFMGK6BJ72VXHWHNHAJFC2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","8",NA,"insect larvae","2","larvae"
"56","0001FFMGK6R1MNZMJ9XHD92QD3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","9",NA,"insect larvae",NA,"larvae"
"57","0001FFMGK6M3YJCMNNBWH4NGA8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","10",NA,"insect larvae",NA,"larvae"
"58","0001FFMGK6VT6ENCK01R1CSAJ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","2",NA,"crustacea","10","unknown"
"59","0001FFMGK6YJ28DC921F0G6S8C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","3",NA,"crustacea","10","unknown"
"60","0001FFMGK6QQTPFA21D43TVZJK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","4",NA,"crustacea","40","unknown"
"61","0001FFMGK623HG9144P99WD721",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","5",NA,"crustacea","16","unknown"
"62","0001FFMGK6A7R2N3DMKKKCT9QQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","6",NA,"crustacea","40","unknown"
"63","0001FFMGK6MG04NEFMXRXA45BB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","7",NA,"crustacea","18","unknown"
