"","fish_genus_species","predator_min_length","predator_max_length","predator_average_length","length_type","length_units","sample_size","start_year","start_month","start_day","end_year","end_month","end_day","habitat","measurement_type","measurement_units","author","year","journal","site_name","sampling_interval","citation","figure","fish_id","data_sorted_by","notes","prey_taxon","measurement","prey_stage","lon","lat"
"11","Lepomis macrochirus","80","149",NA,NA,"mm","37","1998","August","1","1998","August","1","lentic","number",NA,"harris","1999","Proceedings of the South Dakota Academy of Science","Richmond Lake, South Dakota","monthly","Harris, N. J., Galinat, G. F., & Willis, D. W. (1999). Seasonal food habits of bluegills in Richmond Lake, South Dakota. In Proceedings of the South Dakota Academy of Science (Vol. 78, pp. 79-86).","tbl1",NA,NA,NA,"prey_taxon","Trichoptera","unknown","-98.5985609","45.5339204"
"12","Lepomis macrochirus","80","149",NA,NA,"mm","37","1998","October","1","1998","October","1","lentic","number",NA,"harris","1999","Proceedings of the South Dakota Academy of Science","Richmond Lake, South Dakota","monthly","Harris, N. J., Galinat, G. F., & Willis, D. W. (1999). Seasonal food habits of bluegills in Richmond Lake, South Dakota. In Proceedings of the South Dakota Academy of Science (Vol. 78, pp. 79-86).","tbl1",NA,NA,NA,"prey_taxon","Daphnia spp.","unknown","-98.5985609","45.5339204"
"13","Lepomis macrochirus","80","149",NA,NA,"mm","37","1998","October","1","1998","October","1","lentic","number",NA,"harris","1999","Proceedings of the South Dakota Academy of Science","Richmond Lake, South Dakota","monthly","Harris, N. J., Galinat, G. F., & Willis, D. W. (1999). Seasonal food habits of bluegills in Richmond Lake, South Dakota. In Proceedings of the South Dakota Academy of Science (Vol. 78, pp. 79-86).","tbl1",NA,NA,NA,"prey_taxon","Chironomidae","unknown","-98.5985609","45.5339204"
"14","Lepomis macrochirus","80","149",NA,NA,"mm","37","1998","October","1","1998","October","1","lentic","number",NA,"harris","1999","Proceedings of the South Dakota Academy of Science","Richmond Lake, South Dakota","monthly","Harris, N. J., Galinat, G. F., & Willis, D. W. (1999). Seasonal food habits of bluegills in Richmond Lake, South Dakota. In Proceedings of the South Dakota Academy of Science (Vol. 78, pp. 79-86).","tbl1",NA,NA,NA,"prey_taxon","Corixidae","unknown","-98.5985609","45.5339204"
"15","Lepomis macrochirus","150","199",NA,NA,"mm","11","1998","April","1","1998","April","1","lentic","number",NA,"harris","1999","Proceedings of the South Dakota Academy of Science","Richmond Lake, South Dakota","monthly","Harris, N. J., Galinat, G. F., & Willis, D. W. (1999). Seasonal food habits of bluegills in Richmond Lake, South Dakota. In Proceedings of the South Dakota Academy of Science (Vol. 78, pp. 79-86).","tbl1",NA,NA,NA,"prey_taxon","Daphnia spp.","unknown","-98.5985609","45.5339204"
"16","Lepomis macrochirus","150","199",NA,NA,"mm","11","1998","April","1","1998","April","1","lentic","number",NA,"harris","1999","Proceedings of the South Dakota Academy of Science","Richmond Lake, South Dakota","monthly","Harris, N. J., Galinat, G. F., & Willis, D. W. (1999). Seasonal food habits of bluegills in Richmond Lake, South Dakota. In Proceedings of the South Dakota Academy of Science (Vol. 78, pp. 79-86).","tbl1",NA,NA,NA,"prey_taxon","Trichoptera","unknown","-98.5985609","45.5339204"
"17","Lepomis macrochirus","150","199",NA,NA,"mm","11","1998","April","1","1998","April","1","lentic","number",NA,"harris","1999","Proceedings of the South Dakota Academy of Science","Richmond Lake, South Dakota","monthly","Harris, N. J., Galinat, G. F., & Willis, D. W. (1999). Seasonal food habits of bluegills in Richmond Lake, South Dakota. In Proceedings of the South Dakota Academy of Science (Vol. 78, pp. 79-86).","tbl1",NA,NA,NA,"prey_taxon","Plecoptera","unknown","-98.5985609","45.5339204"
"18","Lepomis macrochirus","150","199",NA,NA,"mm","11","1998","April","1","1998","April","1","lentic","number",NA,"harris","1999","Proceedings of the South Dakota Academy of Science","Richmond Lake, South Dakota","monthly","Harris, N. J., Galinat, G. F., & Willis, D. W. (1999). Seasonal food habits of bluegills in Richmond Lake, South Dakota. In Proceedings of the South Dakota Academy of Science (Vol. 78, pp. 79-86).","tbl1",NA,NA,NA,"prey_taxon","Ephemeroptera","unknown","-98.5985609","45.5339204"
"19","Lepomis macrochirus","150","199",NA,NA,"mm","11","1998","April","1","1998","April","1","lentic","number",NA,"harris","1999","Proceedings of the South Dakota Academy of Science","Richmond Lake, South Dakota","monthly","Harris, N. J., Galinat, G. F., & Willis, D. W. (1999). Seasonal food habits of bluegills in Richmond Lake, South Dakota. In Proceedings of the South Dakota Academy of Science (Vol. 78, pp. 79-86).","tbl1",NA,NA,NA,"prey_taxon","Chironomidae","unknown","-98.5985609","45.5339204"
"20","Lepomis macrochirus","150","199",NA,NA,"mm","11","1998","April","1","1998","April","1","lentic","number",NA,"harris","1999","Proceedings of the South Dakota Academy of Science","Richmond Lake, South Dakota","monthly","Harris, N. J., Galinat, G. F., & Willis, D. W. (1999). Seasonal food habits of bluegills in Richmond Lake, South Dakota. In Proceedings of the South Dakota Academy of Science (Vol. 78, pp. 79-86).","tbl1",NA,NA,NA,"prey_taxon","Corixidae","unknown","-98.5985609","45.5339204"
"21","Lepomis macrochirus","150","199",NA,NA,"mm","11","1998","April","1","1998","April","1","lentic","number",NA,"harris","1999","Proceedings of the South Dakota Academy of Science","Richmond Lake, South Dakota","monthly","Harris, N. J., Galinat, G. F., & Willis, D. W. (1999). Seasonal food habits of bluegills in Richmond Lake, South Dakota. In Proceedings of the South Dakota Academy of Science (Vol. 78, pp. 79-86).","tbl1",NA,NA,NA,"prey_taxon","Culicidae","unknown","-98.5985609","45.5339204"
"22","Lepomis macrochirus","150","199",NA,NA,"mm","11","1998","April","1","1998","April","1","lentic","number",NA,"harris","1999","Proceedings of the South Dakota Academy of Science","Richmond Lake, South Dakota","monthly","Harris, N. J., Galinat, G. F., & Willis, D. W. (1999). Seasonal food habits of bluegills in Richmond Lake, South Dakota. In Proceedings of the South Dakota Academy of Science (Vol. 78, pp. 79-86).","tbl1",NA,NA,NA,"prey_taxon","Other macroinvert.","unknown","-98.5985609","45.5339204"
"23","Lepomis macrochirus","150","199",NA,NA,"mm","17","1998","June","1","1998","June","1","lentic","number",NA,"harris","1999","Proceedings of the South Dakota Academy of Science","Richmond Lake, South Dakota","monthly","Harris, N. J., Galinat, G. F., & Willis, D. W. (1999). Seasonal food habits of bluegills in Richmond Lake, South Dakota. In Proceedings of the South Dakota Academy of Science (Vol. 78, pp. 79-86).","tbl1",NA,NA,NA,"prey_taxon","Daphnia spp.","unknown","-98.5985609","45.5339204"
"24","Lepomis macrochirus","150","199",NA,NA,"mm","17","1998","June","1","1998","June","1","lentic","number",NA,"harris","1999","Proceedings of the South Dakota Academy of Science","Richmond Lake, South Dakota","monthly","Harris, N. J., Galinat, G. F., & Willis, D. W. (1999). Seasonal food habits of bluegills in Richmond Lake, South Dakota. In Proceedings of the South Dakota Academy of Science (Vol. 78, pp. 79-86).","tbl1",NA,NA,NA,"prey_taxon","Trichoptera","unknown","-98.5985609","45.5339204"
"25","Lepomis macrochirus","150","199",NA,NA,"mm","17","1998","June","1","1998","June","1","lentic","number",NA,"harris","1999","Proceedings of the South Dakota Academy of Science","Richmond Lake, South Dakota","monthly","Harris, N. J., Galinat, G. F., & Willis, D. W. (1999). Seasonal food habits of bluegills in Richmond Lake, South Dakota. In Proceedings of the South Dakota Academy of Science (Vol. 78, pp. 79-86).","tbl1",NA,NA,NA,"prey_taxon","Ephemeroptera","unknown","-98.5985609","45.5339204"
"26","Lepomis macrochirus","150","199",NA,NA,"mm","17","1998","June","1","1998","June","1","lentic","number",NA,"harris","1999","Proceedings of the South Dakota Academy of Science","Richmond Lake, South Dakota","monthly","Harris, N. J., Galinat, G. F., & Willis, D. W. (1999). Seasonal food habits of bluegills in Richmond Lake, South Dakota. In Proceedings of the South Dakota Academy of Science (Vol. 78, pp. 79-86).","tbl1",NA,NA,NA,"prey_taxon","Chironomidae","unknown","-98.5985609","45.5339204"
"27","Lepomis macrochirus","150","199",NA,NA,"mm","17","1998","June","1","1998","June","1","lentic","number",NA,"harris","1999","Proceedings of the South Dakota Academy of Science","Richmond Lake, South Dakota","monthly","Harris, N. J., Galinat, G. F., & Willis, D. W. (1999). Seasonal food habits of bluegills in Richmond Lake, South Dakota. In Proceedings of the South Dakota Academy of Science (Vol. 78, pp. 79-86).","tbl1",NA,NA,NA,"prey_taxon","Corixidae","unknown","-98.5985609","45.5339204"
"28","Lepomis macrochirus","150","199",NA,NA,"mm","17","1998","June","1","1998","June","1","lentic","number",NA,"harris","1999","Proceedings of the South Dakota Academy of Science","Richmond Lake, South Dakota","monthly","Harris, N. J., Galinat, G. F., & Willis, D. W. (1999). Seasonal food habits of bluegills in Richmond Lake, South Dakota. In Proceedings of the South Dakota Academy of Science (Vol. 78, pp. 79-86).","tbl1",NA,NA,NA,"prey_taxon","Other macroinvert.","unknown","-98.5985609","45.5339204"
"29","Lepomis macrochirus","150","199",NA,NA,"mm","12","1998","August","1","1998","August","1","lentic","number",NA,"harris","1999","Proceedings of the South Dakota Academy of Science","Richmond Lake, South Dakota","monthly","Harris, N. J., Galinat, G. F., & Willis, D. W. (1999). Seasonal food habits of bluegills in Richmond Lake, South Dakota. In Proceedings of the South Dakota Academy of Science (Vol. 78, pp. 79-86).","tbl1",NA,NA,NA,"prey_taxon","Daphnia spp.","unknown","-98.5985609","45.5339204"
"30","Lepomis macrochirus","150","199",NA,NA,"mm","12","1998","August","1","1998","August","1","lentic","number",NA,"harris","1999","Proceedings of the South Dakota Academy of Science","Richmond Lake, South Dakota","monthly","Harris, N. J., Galinat, G. F., & Willis, D. W. (1999). Seasonal food habits of bluegills in Richmond Lake, South Dakota. In Proceedings of the South Dakota Academy of Science (Vol. 78, pp. 79-86).","tbl1",NA,NA,NA,"prey_taxon","Trichoptera","unknown","-98.5985609","45.5339204"
"31","Lepomis macrochirus","150","199",NA,NA,"mm","12","1998","August","1","1998","August","1","lentic","number",NA,"harris","1999","Proceedings of the South Dakota Academy of Science","Richmond Lake, South Dakota","monthly","Harris, N. J., Galinat, G. F., & Willis, D. W. (1999). Seasonal food habits of bluegills in Richmond Lake, South Dakota. In Proceedings of the South Dakota Academy of Science (Vol. 78, pp. 79-86).","tbl1",NA,NA,NA,"prey_taxon","Plecoptera","unknown","-98.5985609","45.5339204"
"32","Lepomis macrochirus","150","199",NA,NA,"mm","12","1998","August","1","1998","August","1","lentic","number",NA,"harris","1999","Proceedings of the South Dakota Academy of Science","Richmond Lake, South Dakota","monthly","Harris, N. J., Galinat, G. F., & Willis, D. W. (1999). Seasonal food habits of bluegills in Richmond Lake, South Dakota. In Proceedings of the South Dakota Academy of Science (Vol. 78, pp. 79-86).","tbl1",NA,NA,NA,"prey_taxon","Chironomidae","unknown","-98.5985609","45.5339204"
"33","Lepomis macrochirus","150","199",NA,NA,"mm","12","1998","August","1","1998","August","1","lentic","number",NA,"harris","1999","Proceedings of the South Dakota Academy of Science","Richmond Lake, South Dakota","monthly","Harris, N. J., Galinat, G. F., & Willis, D. W. (1999). Seasonal food habits of bluegills in Richmond Lake, South Dakota. In Proceedings of the South Dakota Academy of Science (Vol. 78, pp. 79-86).","tbl1",NA,NA,NA,"prey_taxon","Corixidae","unknown","-98.5985609","45.5339204"
"34","Lepomis macrochirus","150","199",NA,NA,"mm","12","1998","August","1","1998","August","1","lentic","number",NA,"harris","1999","Proceedings of the South Dakota Academy of Science","Richmond Lake, South Dakota","monthly","Harris, N. J., Galinat, G. F., & Willis, D. W. (1999). Seasonal food habits of bluegills in Richmond Lake, South Dakota. In Proceedings of the South Dakota Academy of Science (Vol. 78, pp. 79-86).","tbl1",NA,NA,NA,"prey_taxon","Culicidae","unknown","-98.5985609","45.5339204"
"35","Lepomis macrochirus","200",NA,NA,NA,"mm","3","1998","April","1","1998","April","1","lentic","number",NA,"harris","1999","Proceedings of the South Dakota Academy of Science","Richmond Lake, South Dakota","monthly","Harris, N. J., Galinat, G. F., & Willis, D. W. (1999). Seasonal food habits of bluegills in Richmond Lake, South Dakota. In Proceedings of the South Dakota Academy of Science (Vol. 78, pp. 79-86).","tbl1",NA,NA,NA,"prey_taxon","Daphnia spp.","unknown","-98.5985609","45.5339204"
"36","Lepomis macrochirus","200",NA,NA,NA,"mm","3","1998","April","1","1998","April","1","lentic","number",NA,"harris","1999","Proceedings of the South Dakota Academy of Science","Richmond Lake, South Dakota","monthly","Harris, N. J., Galinat, G. F., & Willis, D. W. (1999). Seasonal food habits of bluegills in Richmond Lake, South Dakota. In Proceedings of the South Dakota Academy of Science (Vol. 78, pp. 79-86).","tbl1",NA,NA,NA,"prey_taxon","Ephemeroptera","unknown","-98.5985609","45.5339204"
"37","Lepomis macrochirus","200",NA,NA,NA,"mm","3","1998","April","1","1998","April","1","lentic","number",NA,"harris","1999","Proceedings of the South Dakota Academy of Science","Richmond Lake, South Dakota","monthly","Harris, N. J., Galinat, G. F., & Willis, D. W. (1999). Seasonal food habits of bluegills in Richmond Lake, South Dakota. In Proceedings of the South Dakota Academy of Science (Vol. 78, pp. 79-86).","tbl1",NA,NA,NA,"prey_taxon","Chironomidae","unknown","-98.5985609","45.5339204"
"38","Lepomis macrochirus","200",NA,NA,NA,"mm","3","1998","April","1","1998","April","1","lentic","number",NA,"harris","1999","Proceedings of the South Dakota Academy of Science","Richmond Lake, South Dakota","monthly","Harris, N. J., Galinat, G. F., & Willis, D. W. (1999). Seasonal food habits of bluegills in Richmond Lake, South Dakota. In Proceedings of the South Dakota Academy of Science (Vol. 78, pp. 79-86).","tbl1",NA,NA,NA,"prey_taxon","Corixidae","unknown","-98.5985609","45.5339204"
"39","Lepomis macrochirus","200",NA,NA,NA,"mm","3","1998","April","1","1998","April","1","lentic","number",NA,"harris","1999","Proceedings of the South Dakota Academy of Science","Richmond Lake, South Dakota","monthly","Harris, N. J., Galinat, G. F., & Willis, D. W. (1999). Seasonal food habits of bluegills in Richmond Lake, South Dakota. In Proceedings of the South Dakota Academy of Science (Vol. 78, pp. 79-86).","tbl1",NA,NA,NA,"prey_taxon","Culicidae","unknown","-98.5985609","45.5339204"
"40","Lepomis macrochirus","200",NA,NA,NA,"mm","3","1998","April","1","1998","April","1","lentic","number",NA,"harris","1999","Proceedings of the South Dakota Academy of Science","Richmond Lake, South Dakota","monthly","Harris, N. J., Galinat, G. F., & Willis, D. W. (1999). Seasonal food habits of bluegills in Richmond Lake, South Dakota. In Proceedings of the South Dakota Academy of Science (Vol. 78, pp. 79-86).","tbl1",NA,NA,NA,"prey_taxon","Other macroinvert.","unknown","-98.5985609","45.5339204"
"41","Lepomis macrochirus","200",NA,NA,NA,"mm","8","1998","June","1","1998","June","1","lentic","number",NA,"harris","1999","Proceedings of the South Dakota Academy of Science","Richmond Lake, South Dakota","monthly","Harris, N. J., Galinat, G. F., & Willis, D. W. (1999). Seasonal food habits of bluegills in Richmond Lake, South Dakota. In Proceedings of the South Dakota Academy of Science (Vol. 78, pp. 79-86).","tbl1",NA,NA,NA,"prey_taxon","Daphnia spp.","unknown","-98.5985609","45.5339204"
"42","Lepomis macrochirus","200",NA,NA,NA,"mm","8","1998","June","1","1998","June","1","lentic","number",NA,"harris","1999","Proceedings of the South Dakota Academy of Science","Richmond Lake, South Dakota","monthly","Harris, N. J., Galinat, G. F., & Willis, D. W. (1999). Seasonal food habits of bluegills in Richmond Lake, South Dakota. In Proceedings of the South Dakota Academy of Science (Vol. 78, pp. 79-86).","tbl1",NA,NA,NA,"prey_taxon","Trichoptera","unknown","-98.5985609","45.5339204"
"43","Lepomis macrochirus","200",NA,NA,NA,"mm","8","1998","June","1","1998","June","1","lentic","number",NA,"harris","1999","Proceedings of the South Dakota Academy of Science","Richmond Lake, South Dakota","monthly","Harris, N. J., Galinat, G. F., & Willis, D. W. (1999). Seasonal food habits of bluegills in Richmond Lake, South Dakota. In Proceedings of the South Dakota Academy of Science (Vol. 78, pp. 79-86).","tbl1",NA,NA,NA,"prey_taxon","Ephemeroptera","unknown","-98.5985609","45.5339204"
"44","Lepomis macrochirus","200",NA,NA,NA,"mm","8","1998","June","1","1998","June","1","lentic","number",NA,"harris","1999","Proceedings of the South Dakota Academy of Science","Richmond Lake, South Dakota","monthly","Harris, N. J., Galinat, G. F., & Willis, D. W. (1999). Seasonal food habits of bluegills in Richmond Lake, South Dakota. In Proceedings of the South Dakota Academy of Science (Vol. 78, pp. 79-86).","tbl1",NA,NA,NA,"prey_taxon","Chironomidae","unknown","-98.5985609","45.5339204"
"45","Lepomis macrochirus","200",NA,NA,NA,"mm","8","1998","June","1","1998","June","1","lentic","number",NA,"harris","1999","Proceedings of the South Dakota Academy of Science","Richmond Lake, South Dakota","monthly","Harris, N. J., Galinat, G. F., & Willis, D. W. (1999). Seasonal food habits of bluegills in Richmond Lake, South Dakota. In Proceedings of the South Dakota Academy of Science (Vol. 78, pp. 79-86).","tbl1",NA,NA,NA,"prey_taxon","Corixidae","unknown","-98.5985609","45.5339204"
"46","Lepomis macrochirus","200",NA,NA,NA,"mm","8","1998","June","1","1998","June","1","lentic","number",NA,"harris","1999","Proceedings of the South Dakota Academy of Science","Richmond Lake, South Dakota","monthly","Harris, N. J., Galinat, G. F., & Willis, D. W. (1999). Seasonal food habits of bluegills in Richmond Lake, South Dakota. In Proceedings of the South Dakota Academy of Science (Vol. 78, pp. 79-86).","tbl1",NA,NA,NA,"prey_taxon","Other macroinvert.","unknown","-98.5985609","45.5339204"
"47","Lepomis macrochirus","200",NA,NA,NA,"mm","18","1998","August","1","1998","August","1","lentic","number",NA,"harris","1999","Proceedings of the South Dakota Academy of Science","Richmond Lake, South Dakota","monthly","Harris, N. J., Galinat, G. F., & Willis, D. W. (1999). Seasonal food habits of bluegills in Richmond Lake, South Dakota. In Proceedings of the South Dakota Academy of Science (Vol. 78, pp. 79-86).","tbl1",NA,NA,NA,"prey_taxon","Daphnia spp.","unknown","-98.5985609","45.5339204"
"48","Lepomis macrochirus","200",NA,NA,NA,"mm","18","1998","August","1","1998","August","1","lentic","number",NA,"harris","1999","Proceedings of the South Dakota Academy of Science","Richmond Lake, South Dakota","monthly","Harris, N. J., Galinat, G. F., & Willis, D. W. (1999). Seasonal food habits of bluegills in Richmond Lake, South Dakota. In Proceedings of the South Dakota Academy of Science (Vol. 78, pp. 79-86).","tbl1",NA,NA,NA,"prey_taxon","Trichoptera","unknown","-98.5985609","45.5339204"
"49","Lepomis macrochirus","200",NA,NA,NA,"mm","18","1998","August","1","1998","August","1","lentic","number",NA,"harris","1999","Proceedings of the South Dakota Academy of Science","Richmond Lake, South Dakota","monthly","Harris, N. J., Galinat, G. F., & Willis, D. W. (1999). Seasonal food habits of bluegills in Richmond Lake, South Dakota. In Proceedings of the South Dakota Academy of Science (Vol. 78, pp. 79-86).","tbl1",NA,NA,NA,"prey_taxon","Plecoptera","unknown","-98.5985609","45.5339204"
"50","Lepomis macrochirus","200",NA,NA,NA,"mm","18","1998","August","1","1998","August","1","lentic","number",NA,"harris","1999","Proceedings of the South Dakota Academy of Science","Richmond Lake, South Dakota","monthly","Harris, N. J., Galinat, G. F., & Willis, D. W. (1999). Seasonal food habits of bluegills in Richmond Lake, South Dakota. In Proceedings of the South Dakota Academy of Science (Vol. 78, pp. 79-86).","tbl1",NA,NA,NA,"prey_taxon","Chironomidae","unknown","-98.5985609","45.5339204"
"51","Lepomis macrochirus","200",NA,NA,NA,"mm","18","1998","August","1","1998","August","1","lentic","number",NA,"harris","1999","Proceedings of the South Dakota Academy of Science","Richmond Lake, South Dakota","monthly","Harris, N. J., Galinat, G. F., & Willis, D. W. (1999). Seasonal food habits of bluegills in Richmond Lake, South Dakota. In Proceedings of the South Dakota Academy of Science (Vol. 78, pp. 79-86).","tbl1",NA,NA,NA,"prey_taxon","Corixidae","unknown","-98.5985609","45.5339204"
"52","Lepomis macrochirus","200",NA,NA,NA,"mm","18","1998","August","1","1998","August","1","lentic","number",NA,"harris","1999","Proceedings of the South Dakota Academy of Science","Richmond Lake, South Dakota","monthly","Harris, N. J., Galinat, G. F., & Willis, D. W. (1999). Seasonal food habits of bluegills in Richmond Lake, South Dakota. In Proceedings of the South Dakota Academy of Science (Vol. 78, pp. 79-86).","tbl1",NA,NA,NA,"prey_taxon","Culicidae","unknown","-98.5985609","45.5339204"
"53","Lepomis macrochirus","200",NA,NA,NA,"mm","18","1998","August","1","1998","August","1","lentic","number",NA,"harris","1999","Proceedings of the South Dakota Academy of Science","Richmond Lake, South Dakota","monthly","Harris, N. J., Galinat, G. F., & Willis, D. W. (1999). Seasonal food habits of bluegills in Richmond Lake, South Dakota. In Proceedings of the South Dakota Academy of Science (Vol. 78, pp. 79-86).","tbl1",NA,NA,NA,"prey_taxon","Other macroinvert.","unknown","-98.5985609","45.5339204"
"54","Lepomis macrochirus","80","149",NA,NA,"mm","1","1998","April","1","1998","April","1","lentic","number","percent","harris","1999","Proceedings of the South Dakota Academy of Science","Richmond Lake, South Dakota","monthly","Harris, N. J., Galinat, G. F., & Willis, D. W. (1999). Seasonal food habits of bluegills in Richmond Lake, South Dakota. In Proceedings of the South Dakota Academy of Science (Vol. 78, pp. 79-86).","tbl1",NA,NA,NA,"prey_taxon","Chironomidae","unknown","-98.5985609","45.5339204"
"55","Lepomis macrochirus","80","149",NA,NA,"mm","1","1998","April","1","1998","April","1","lentic","number","percent","harris","1999","Proceedings of the South Dakota Academy of Science","Richmond Lake, South Dakota","monthly","Harris, N. J., Galinat, G. F., & Willis, D. W. (1999). Seasonal food habits of bluegills in Richmond Lake, South Dakota. In Proceedings of the South Dakota Academy of Science (Vol. 78, pp. 79-86).","tbl1",NA,NA,NA,"prey_taxon","Corixidae","unknown","-98.5985609","45.5339204"
"56","Lepomis macrochirus","80","149",NA,NA,"mm","1","1998","June","1","1998","June","1","lentic","number","percent","harris","1999","Proceedings of the South Dakota Academy of Science","Richmond Lake, South Dakota","monthly","Harris, N. J., Galinat, G. F., & Willis, D. W. (1999). Seasonal food habits of bluegills in Richmond Lake, South Dakota. In Proceedings of the South Dakota Academy of Science (Vol. 78, pp. 79-86).","tbl1",NA,NA,NA,"prey_taxon","Daphnia spp.","unknown","-98.5985609","45.5339204"
"57","Lepomis macrochirus","80","149",NA,NA,"mm","1","1998","June","1","1998","June","1","lentic","number","percent","harris","1999","Proceedings of the South Dakota Academy of Science","Richmond Lake, South Dakota","monthly","Harris, N. J., Galinat, G. F., & Willis, D. W. (1999). Seasonal food habits of bluegills in Richmond Lake, South Dakota. In Proceedings of the South Dakota Academy of Science (Vol. 78, pp. 79-86).","tbl1",NA,NA,NA,"prey_taxon","Calanoid copepods","unknown","-98.5985609","45.5339204"
