"fish_id","site_name","type_of_fish","measurement_type","measurement_units","predator_min_length","predator_max_length","predator_average_length","length_units","length_measure","predator_stage","sample_size","start_date","end_date","sampling_interval","habitat","microhabitat","author","year","journal","citation","table_figure","data_sorted_by","sample_id","notes","prey_taxon","measurement","prey_stage"
"0001FFMGGWV0Y5FPSB8X4JR02T","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","11","november months","annus","53.7","unknown"
"0001FFMGGWZ7FQJH2H0ZM7WT0F","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","12","december months","annus","65.599999999999994","unknown"
"0001FFMGGW92W9N3AST82P02DT","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","1","january months","gammarua","70.5","unknown"
"0001FFMGGWNGZ39N7F4SA28T9Y","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","2","february months","gammarua","41.2","unknown"
"0001FFMGGWKN8NYGJMQX8BFZ8A","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","3","march months","gammarua","12.1","unknown"
"0001FFMGGW25BY8QQ35G3SRVMG","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","4","april months","gammarua","8.1","unknown"
"0001FFMGGWD9EM7TQXPP5EJXXC","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","5","may months","gammarua","25.3","unknown"
"0001FFMGGW6FKD2Q86YJM3WR8K","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","6","june months","gammarua","4","unknown"
"0001FFMGGWNXESFBT68YRDCBV5","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","7","july months","gammarua","0.6","unknown"
"0001FFMGGWTDQ4JYWKC9CDX5ER","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","8","august months","gammarua",".  10.2 19.4","unknown"
"0001FFMGGWKS1RKHP39WXMX7AG","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","9","september months","gammarua",NA,"unknown"
"0001FFMGGWPS90MM5SAZNB2GS8","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","10","october months","gammarua",NA,"unknown"
"0001FFMGGWV0Y5FPSB8X4JR02T","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","11","november months","gammarua","17.5","unknown"
"0001FFMGGWZ7FQJH2H0ZM7WT0F","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","12","december months","gammarua","29.4","unknown"
"0001FFMGGW92W9N3AST82P02DT","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","1","january months","limnaea","3.9","unknown"
"0001FFMGGWNGZ39N7F4SA28T9Y","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","2","february months","limnaea","23.7","unknown"
"0001FFMGGWKN8NYGJMQX8BFZ8A","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","3","march months","limnaea","7.7","unknown"
"0001FFMGGW25BY8QQ35G3SRVMG","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","4","april months","limnaea","6.4","unknown"
"0001FFMGGWD9EM7TQXPP5EJXXC","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","5","may months","limnaea","1.6","unknown"
"0001FFMGGW6FKD2Q86YJM3WR8K","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","6","june months","limnaea","0.9","unknown"
"0001FFMGGWNXESFBT68YRDCBV5","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","7","july months","limnaea","11.2","unknown"
"0001FFMGGWTDQ4JYWKC9CDX5ER","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","8","august months","limnaea","3.7","unknown"
"0001FFMGGWKS1RKHP39WXMX7AG","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","9","september months","limnaea","3.6","unknown"
"0001FFMGGWPS90MM5SAZNB2GS8","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","10","october months","limnaea","32.700000000000003","unknown"
"0001FFMGGWV0Y5FPSB8X4JR02T","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","11","november months","limnaea","3.9","unknown"
"0001FFMGGWZ7FQJH2H0ZM7WT0F","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","12","december months","limnaea",".","unknown"
"0001FFMGGW92W9N3AST82P02DT","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","1","january months","chironomid pupae",".","pupae"
"0001FFMGGWNGZ39N7F4SA28T9Y","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","2","february months","chironomid pupae","0.4","pupae"
"0001FFMGGWKN8NYGJMQX8BFZ8A","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","3","march months","chironomid pupae","53.8","pupae"
"0001FFMGGW25BY8QQ35G3SRVMG","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","4","april months","chironomid pupae","2","pupae"
"0001FFMGGWD9EM7TQXPP5EJXXC","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","5","may months","chironomid pupae","1.6","pupae"
"0001FFMGGW6FKD2Q86YJM3WR8K","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","6","june months","chironomid pupae",".","pupae"
"0001FFMGGWNXESFBT68YRDCBV5","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","7","july months","chironomid pupae","0.3","pupae"
"0001FFMGGWTDQ4JYWKC9CDX5ER","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","8","august months","chironomid pupae","0.5","pupae"
"0001FFMGGWKS1RKHP39WXMX7AG","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","9","september months","chironomid pupae","0.2","pupae"
"0001FFMGGWPS90MM5SAZNB2GS8","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","10","october months","chironomid pupae",".","pupae"
"0001FFMGGWV0Y5FPSB8X4JR02T","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","11","november months","chironomid pupae",".","pupae"
"0001FFMGGWZ7FQJH2H0ZM7WT0F","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","12","december months","chironomid pupae",".","pupae"
"0001FFMGGW92W9N3AST82P02DT","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","1","january months","nemura nymphs","0.2","larvae"
"0001FFMGGWNGZ39N7F4SA28T9Y","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","2","february months","nemura nymphs","2.9","larvae"
"0001FFMGGWKN8NYGJMQX8BFZ8A","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","3","march months","nemura nymphs","6","larvae"
"0001FFMGGW25BY8QQ35G3SRVMG","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","4","april months","nemura nymphs","30.7","larvae"
"0001FFMGGWD9EM7TQXPP5EJXXC","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","5","may months","nemura nymphs","3.7","larvae"
"0001FFMGGW6FKD2Q86YJM3WR8K","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","6","june months","nemura nymphs",".","larvae"
"0001FFMGGWNXESFBT68YRDCBV5","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","7","july months","nemura nymphs",".","larvae"
"0001FFMGGWTDQ4JYWKC9CDX5ER","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","8","august months","nemura nymphs",".","larvae"
"0001FFMGGWKS1RKHP39WXMX7AG","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","9","september months","nemura nymphs",".","larvae"
"0001FFMGGWPS90MM5SAZNB2GS8","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","10","october months","nemura nymphs",".","larvae"
"0001FFMGGWV0Y5FPSB8X4JR02T","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","11","november months","nemura nymphs","0.1","larvae"
"0001FFMGGWZ7FQJH2H0ZM7WT0F","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","12","december months","nemura nymphs","0.5","larvae"
"0001FFMGGW92W9N3AST82P02DT","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","1","january months","leptocerue larvae","0.5","larvae"
"0001FFMGGWNGZ39N7F4SA28T9Y","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","2","february months","leptocerue larvae","0.4","larvae"
"0001FFMGGWKN8NYGJMQX8BFZ8A","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","3","march months","leptocerue larvae","0.8","larvae"
"0001FFMGGW25BY8QQ35G3SRVMG","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","4","april months","leptocerue larvae","4.8","larvae"
"0001FFMGGWD9EM7TQXPP5EJXXC","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","5","may months","leptocerue larvae","15.1","larvae"
"0001FFMGGW6FKD2Q86YJM3WR8K","Windermere, England","SALMO TRUTTA","relative composition","percent",NA,NA,NA,NA,NA,NA,NA,"1933-11-01","1935-11-01",NA,"lake","no mention","Allen","1938","The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl 7","collection month","6","june months","leptocerue larvae","37.1","larvae"
