"","site_name","type_of_fish","measurement_type_number_weight_other","measurement_units_total_percent_other","sample_size","start_date","end_date","sampling_interval","predator_min_length","predator_max_length","predator_average_length","length_units","length_measure","predator_stage","habitat","microhabitat","author","year","journal","citation","table_figure","data_sorted_by","sample_id","notes","prey_taxon","measurement","prey_stage","fish_id"
"11","Lake  Koronia, Greece","Alburnus alburnus","number","percent","400","1987-02-01","1988-01-01","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl1","averaged over months","1",NA,"chydorus_sphaericus","0","unknown","1"
"12","Lake  Koronia, Greece","Alburnus alburnus","number","percent","400","1987-02-01","1988-01-01","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl1","averaged over months","1",NA,"iliocryptus_sordidus","0","unknown","1"
"13","Lake  Koronia, Greece","Alburnus alburnus","number","percent","400","1987-02-01","1988-01-01","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl1","averaged over months","1",NA,"brachionus_sp","0.04","unknown","1"
"14","Lake  Koronia, Greece","Alburnus alburnus","number","percent","400","1987-02-01","1988-01-01","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl1","averaged over months","1",NA,"keratella_quadrata","0","unknown","1"
"15","Lake  Koronia, Greece","Alburnus alburnus","number","percent","400","1987-02-01","1988-01-01","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl1","averaged over months","1",NA,"asplachna_sp","0","unknown","1"
"16","Lake  Koronia, Greece","Alburnus alburnus","number","percent","400","1987-02-01","1988-01-01","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl1","averaged over months","1",NA,"ostracoda","0","unknown","1"
"17","Lake  Koronia, Greece","Alburnus alburnus","number","percent","400","1987-02-01","1988-01-01","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl1","averaged over months","1",NA,"hydracarina","0.06","unknown","1"
"18","Lake  Koronia, Greece","Alburnus alburnus","number","percent","400","1987-02-01","1988-01-01","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl1","averaged over months","1",NA,"larvae_chironomidae","0","larvae","1"
"19","Lake  Koronia, Greece","Alburnus alburnus","number","percent","400","1987-02-01","1988-01-01","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl1","averaged over months","1",NA,"larvae_chaoborus","0","larvae","1"
"20","Lake  Koronia, Greece","Alburnus alburnus","number","percent","400","1987-02-01","1988-01-01","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl1","averaged over months","1",NA,"larvae_trichoptera","0","larvae","1"
"21","Lake  Koronia, Greece","Alburnus alburnus","number","percent","400","1987-02-01","1988-01-01","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl1","averaged over months","1",NA,"nymphs_insecta","0.02","larvae","1"
"22","Lake  Koronia, Greece","Alburnus alburnus","number","percent","400","1987-02-01","1988-01-01","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl1","averaged over months","1",NA,"nymphs_odonata","0","larvae","1"
"23","Lake  Koronia, Greece","Alburnus alburnus","number","percent","400","1987-02-01","1988-01-01","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl1","averaged over months","1",NA,"nymphs_ephemeroptera","0","larvae","1"
"24","Lake  Koronia, Greece","Alburnus alburnus","number","percent","400","1987-02-01","1988-01-01","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl1","averaged over months","1",NA,"nymphs_diptera","0","larvae","1"
"25","Lake  Koronia, Greece","Alburnus alburnus","number","percent","400","1987-02-01","1988-01-01","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl1","averaged over months","1",NA,"nematoda","0","unknown","1"
"26","Lake  Koronia, Greece","Alburnus alburnus","number","percent","400","1987-02-01","1988-01-01","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl1","averaged over months","1",NA,"oligochaeta","0","unknown","1"
"27","Lake  Koronia, Greece","Alburnus alburnus","number","percent","400","1987-02-01","1988-01-01","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl1","averaged over months","1",NA,"decapoda","0","unknown","1"
"28","Lake  Koronia, Greece","Alburnus alburnus","number","total","33","2/1/1987","2/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","1",NA,"copepoda_copepodids","9.9","unknown","7"
"29","Lake  Koronia, Greece","Alburnus alburnus","number","total","33","3/1/1987","3/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","2",NA,"copepoda_copepodids","10","unknown","8"
"30","Lake  Koronia, Greece","Alburnus alburnus","number","total","33","4/1/1987","4/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","3",NA,"copepoda_copepodids","171","unknown","9"
"31","Lake  Koronia, Greece","Alburnus alburnus","number","total","32","5/1/1987","5/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","4",NA,"copepoda_copepodids","38.9","unknown","5"
"32","Lake  Koronia, Greece","Alburnus alburnus","number","total","31","6/1/1987","6/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","5",NA,"copepoda_copepodids","212.3","unknown","2"
"33","Lake  Koronia, Greece","Alburnus alburnus","number","total","33","7/1/1987","7/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","6",NA,"copepoda_copepodids","520.29999999999995","unknown","10"
"34","Lake  Koronia, Greece","Alburnus alburnus","number","total","31","8/1/1987","8/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","7",NA,"copepoda_copepodids","836.7","unknown","3"
"35","Lake  Koronia, Greece","Alburnus alburnus","number","total","30","9/1/1987","9/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","8",NA,"copepoda_copepodids","420.4","unknown","1"
"36","Lake  Koronia, Greece","Alburnus alburnus","number","total","33","10/1/1987","10/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","9",NA,"copepoda_copepodids","1488.9","unknown","6"
"37","Lake  Koronia, Greece","Alburnus alburnus","number","total","42","11/1/1987","11/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","10",NA,"copepoda_copepodids","15","unknown","12"
"38","Lake  Koronia, Greece","Alburnus alburnus","number","total","32","12/1/1987","12/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","11",NA,"copepoda_copepodids","19","unknown","4"
"39","Lake  Koronia, Greece","Alburnus alburnus","number","total","37","1/1/1988","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","12",NA,"copepoda_copepodids","2","unknown","11"
"40","Lake  Koronia, Greece","Alburnus alburnus","number","total","33","2/1/1987","2/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","1",NA,"nauplii","0.4","unknown","7"
"41","Lake  Koronia, Greece","Alburnus alburnus","number","total","33","3/1/1987","3/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","2",NA,"nauplii","0","unknown","8"
"42","Lake  Koronia, Greece","Alburnus alburnus","number","total","33","4/1/1987","4/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","3",NA,"nauplii","0.2","unknown","9"
"43","Lake  Koronia, Greece","Alburnus alburnus","number","total","32","5/1/1987","5/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","4",NA,"nauplii","1.2","unknown","5"
"44","Lake  Koronia, Greece","Alburnus alburnus","number","total","31","6/1/1987","6/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","5",NA,"nauplii","0.9","unknown","2"
"45","Lake  Koronia, Greece","Alburnus alburnus","number","total","33","7/1/1987","7/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","6",NA,"nauplii","0","unknown","10"
"46","Lake  Koronia, Greece","Alburnus alburnus","number","total","31","8/1/1987","8/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","7",NA,"nauplii","1.1","unknown","3"
"47","Lake  Koronia, Greece","Alburnus alburnus","number","total","30","9/1/1987","9/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","8",NA,"nauplii","0.6","unknown","1"
"48","Lake  Koronia, Greece","Alburnus alburnus","number","total","33","10/1/1987","10/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","9",NA,"nauplii","0.6","unknown","6"
"49","Lake  Koronia, Greece","Alburnus alburnus","number","total","42","11/1/1987","11/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","10",NA,"nauplii",".1","unknown","12"
"50","Lake  Koronia, Greece","Alburnus alburnus","number","total","32","12/1/1987","12/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","11",NA,"nauplii",".1","unknown","4"
"51","Lake  Koronia, Greece","Alburnus alburnus","number","total","37","1/1/1988","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","12",NA,"nauplii",".1","unknown","11"
"52","Lake  Koronia, Greece","Alburnus alburnus","number","total","33","2/1/1987","2/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","1",NA,"b_longirostris","197.8","unknown","7"
"53","Lake  Koronia, Greece","Alburnus alburnus","number","total","33","3/1/1987","3/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","2",NA,"b_longirostris","371.3","unknown","8"
"54","Lake  Koronia, Greece","Alburnus alburnus","number","total","33","4/1/1987","4/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","3",NA,"b_longirostris","98.6","unknown","9"
"55","Lake  Koronia, Greece","Alburnus alburnus","number","total","32","5/1/1987","5/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","4",NA,"b_longirostris","126.6","unknown","5"
"56","Lake  Koronia, Greece","Alburnus alburnus","number","total","31","6/1/1987","6/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","5",NA,"b_longirostris","422","unknown","2"
"57","Lake  Koronia, Greece","Alburnus alburnus","number","total","33","7/1/1987","7/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","6",NA,"b_longirostris","0.2","unknown","10"
"58","Lake  Koronia, Greece","Alburnus alburnus","number","total","31","8/1/1987","8/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","7",NA,"b_longirostris","27.6","unknown","3"
"59","Lake  Koronia, Greece","Alburnus alburnus","number","total","30","9/1/1987","9/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","8",NA,"b_longirostris","698.9","unknown","1"
"60","Lake  Koronia, Greece","Alburnus alburnus","number","total","33","10/1/1987","10/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","9",NA,"b_longirostris","826.3","unknown","6"
"61","Lake  Koronia, Greece","Alburnus alburnus","number","total","42","11/1/1987","11/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","10",NA,"b_longirostris","81.8","unknown","12"
