"","fish_genus_species","predator_min_length","predator_max_length","predator_average_length","length_type","length_units","sample_size","start_year","start_month","start_day","end_year","end_month","end_day","habitat","measurement_type","measurement_units","author","year","journal","site_name","sampling_interval","citation","figure","fish_id","data_sorted_by","notes","prey_taxon","measurement","prey_stage","lon","lat"
"11","Anguilla anguilla","36","50",NA,NA,"cm","79","1945","5","1","1945","12","1","lentic","number","percent","Frost","1946","JAE","Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_2","size averaged over time",NA,"crustacea","5","unknown","-122.7434764","45.487589"
"12","Anguilla anguilla","50",NA,NA,NA,"cm","21","1945","5","1","1945","12","1","lentic","number","percent","Frost","1946","JAE","Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_3","size averaged over time",NA,"crustacea","15.2","unknown","-122.7434764","45.487589"
"13","Anguilla anguilla",NA,"35",NA,NA,"cm","6","1945","5","1","1945","12","1","lentic","number","percent","Frost","1946","JAE","Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_1","size averaged over time",NA,"oligochaeta","0","unknown","-122.7434764","45.487589"
"14","Anguilla anguilla","36","50",NA,NA,"cm","79","1945","5","1","1945","12","1","lentic","number","percent","Frost","1946","JAE","Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_2","size averaged over time",NA,"oligochaeta","0.4","unknown","-122.7434764","45.487589"
"15","Anguilla anguilla","50",NA,NA,NA,"cm","21","1945","5","1","1945","12","1","lentic","number","percent","Frost","1946","JAE","Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_3","size averaged over time",NA,"oligochaeta","1","unknown","-122.7434764","45.487589"
"16","Anguilla anguilla",NA,"35",NA,NA,"cm","6","1945","5","1","1945","12","1","lentic","number","percent","Frost","1946","JAE","Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_1","size averaged over time",NA,"fish","0","unknown","-122.7434764","45.487589"
"17","Anguilla anguilla","36","50",NA,NA,"cm","79","1945","5","1","1945","12","1","lentic","number","percent","Frost","1946","JAE","Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_2","size averaged over time",NA,"fish","0.06","unknown","-122.7434764","45.487589"
"18","Anguilla anguilla","50",NA,NA,NA,"cm","21","1945","5","1","1945","12","1","lentic","number","percent","Frost","1946","JAE","Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_3","size averaged over time",NA,"fish","0","unknown","-122.7434764","45.487589"
"19","Anguilla anguilla",NA,"35",NA,NA,"cm","6","1945","5","1","1945","12","1","lentic","number","percent","Frost","1946","JAE","Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_1","size averaged over time",NA,"others","0","unknown","-122.7434764","45.487589"
"20","Anguilla anguilla","36","50",NA,NA,"cm","79","1945","5","1","1945","12","1","lentic","number","percent","Frost","1946","JAE","Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_2","size averaged over time",NA,"others","0.1","unknown","-122.7434764","45.487589"
"21","Anguilla anguilla","50",NA,NA,NA,"cm","21","1945","5","1","1945","12","1","lentic","number","percent","Frost","1946","JAE","Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_3","size averaged over time",NA,"others","0","unknown","-122.7434764","45.487589"
"22","Anguilla anguilla","35","60",NA,NA,"cm","14","1945","5","1","1945","5","1","lentic","number","percent","Frost","1946","JAE","Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl3","20200113_4","by_month",NA,"mollusca","43","unknown","-122.7434764","45.487589"
"23","Anguilla anguilla","35","60",NA,NA,"cm","22","1945","6","1","1945","6","1","lentic","number","percent","Frost","1946","JAE","Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl3","20200113_5","by_month",NA,"mollusca","55.8","unknown","-122.7434764","45.487589"
"24","Anguilla anguilla","35","60",NA,NA,"cm","8","1945","7","1","1945","7","1","lentic","number","percent","Frost","1946","JAE","Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl3","20200113_6","by_month",NA,"mollusca","59","unknown","-122.7434764","45.487589"
"25","Anguilla anguilla","35","60",NA,NA,"cm","48","1945","8","1","1945","8","1","lentic","number","percent","Frost","1946","JAE","Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl3","20200113_7","by_month",NA,"mollusca","88.7","unknown","-122.7434764","45.487589"
"26","Anguilla anguilla","35","60",NA,NA,"cm","14","1945","9","1","1945","12","1","lentic","number","percent","Frost","1946","JAE","Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl3","20200113_8","by_month",NA,"mollusca","87.3","unknown","-122.7434764","45.487589"
"27","Anguilla anguilla","35","60",NA,NA,"cm","14","1945","5","1","1945","5","1","lentic","number","percent","Frost","1946","JAE","Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl3","20200113_4","by_month",NA,"aquatic_insect_larvae","20.5","larvae","-122.7434764","45.487589"
"28","Anguilla anguilla","35","60",NA,NA,"cm","22","1945","6","1","1945","6","1","lentic","number","percent","Frost","1946","JAE","Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl3","20200113_5","by_month",NA,"aquatic_insect_larvae","40.3","larvae","-122.7434764","45.487589"
"29","Anguilla anguilla","35","60",NA,NA,"cm","8","1945","7","1","1945","7","1","lentic","number","percent","Frost","1946","JAE","Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl3","20200113_6","by_month",NA,"aquatic_insect_larvae","28","larvae","-122.7434764","45.487589"
"30","Anguilla anguilla","35","60",NA,NA,"cm","48","1945","8","1","1945","8","1","lentic","number","percent","Frost","1946","JAE","Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl3","20200113_7","by_month",NA,"aquatic_insect_larvae","4.5","larvae","-122.7434764","45.487589"
"31","Anguilla anguilla","35","60",NA,NA,"cm","14","1945","9","1","1945","12","1","lentic","number","percent","Frost","1946","JAE","Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl3","20200113_8","by_month",NA,"aquatic_insect_larvae","1.3","larvae","-122.7434764","45.487589"
"32","Anguilla anguilla","35","60",NA,NA,"cm","14","1945","5","1","1945","5","1","lentic","number","percent","Frost","1946","JAE","Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl3","20200113_4","by_month",NA,"chironomid_larvae","0.9","larvae","-122.7434764","45.487589"
"33","Anguilla anguilla","35","60",NA,NA,"cm","22","1945","6","1","1945","6","1","lentic","number","percent","Frost","1946","JAE","Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl3","20200113_5","by_month",NA,"chironomid_larvae","0.2","larvae","-122.7434764","45.487589"
"34","Anguilla anguilla","35","60",NA,NA,"cm","8","1945","7","1","1945","7","1","lentic","number","percent","Frost","1946","JAE","Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl3","20200113_6","by_month",NA,"chironomid_larvae","0.9","larvae","-122.7434764","45.487589"
"35","Anguilla anguilla","35","60",NA,NA,"cm","48","1945","8","1","1945","8","1","lentic","number","percent","Frost","1946","JAE","Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl3","20200113_7","by_month",NA,"chironomid_larvae","3.3","larvae","-122.7434764","45.487589"
"36","Anguilla anguilla","35","60",NA,NA,"cm","14","1945","9","1","1945","12","1","lentic","number","percent","Frost","1946","JAE","Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl3","20200113_8","by_month",NA,"chironomid_larvae",NA,"larvae","-122.7434764","45.487589"
"37","Anguilla anguilla","35","60",NA,NA,"cm","14","1945","5","1","1945","5","1","lentic","number","percent","Frost","1946","JAE","Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl3","20200113_4","by_month",NA,"crustacea","35.6","unknown","-122.7434764","45.487589"
"38","Anguilla anguilla","35","60",NA,NA,"cm","22","1945","6","1","1945","6","1","lentic","number","percent","Frost","1946","JAE","Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl3","20200113_5","by_month",NA,"crustacea","4","unknown","-122.7434764","45.487589"
"39","Anguilla anguilla","35","60",NA,NA,"cm","8","1945","7","1","1945","7","1","lentic","number","percent","Frost","1946","JAE","Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl3","20200113_6","by_month",NA,"crustacea","9.6","unknown","-122.7434764","45.487589"
"40","Anguilla anguilla","35","60",NA,NA,"cm","48","1945","8","1","1945","8","1","lentic","number","percent","Frost","1946","JAE","Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl3","20200113_7","by_month",NA,"crustacea","4","unknown","-122.7434764","45.487589"
"41","Anguilla anguilla","35","60",NA,NA,"cm","14","1945","9","1","1945","12","1","lentic","number","percent","Frost","1946","JAE","Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl3","20200113_8","by_month",NA,"crustacea","5","unknown","-122.7434764","45.487589"
"42","Anguilla anguilla","35","60",NA,NA,"cm","14","1945","5","1","1945","5","1","lentic","number","percent","Frost","1946","JAE","Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl3","20200113_4","by_month",NA,"oligochaeta",NA,"unknown","-122.7434764","45.487589"
"43","Anguilla anguilla","35","60",NA,NA,"cm","22","1945","6","1","1945","6","1","lentic","number","percent","Frost","1946","JAE","Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl3","20200113_5","by_month",NA,"oligochaeta",NA,"unknown","-122.7434764","45.487589"
"44","Anguilla anguilla","35","60",NA,NA,"cm","8","1945","7","1","1945","7","1","lentic","number","percent","Frost","1946","JAE","Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl3","20200113_6","by_month",NA,"oligochaeta","0.7","unknown","-122.7434764","45.487589"
"45","Anguilla anguilla","35","60",NA,NA,"cm","48","1945","8","1","1945","8","1","lentic","number","percent","Frost","1946","JAE","Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl3","20200113_7","by_month",NA,"oligochaeta",NA,"unknown","-122.7434764","45.487589"
"46","Anguilla anguilla","35","60",NA,NA,"cm","14","1945","9","1","1945","12","1","lentic","number","percent","Frost","1946","JAE","Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl3","20200113_8","by_month",NA,"oligochaeta","6.7","unknown","-122.7434764","45.487589"
"47","Anguilla anguilla","35","60",NA,NA,"cm","14","1945","5","1","1945","5","1","lentic","number","percent","Frost","1946","JAE","Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl3","20200113_4","by_month",NA,"fish",NA,"unknown","-122.7434764","45.487589"
"48","Anguilla anguilla","35","60",NA,NA,"cm","22","1945","6","1","1945","6","1","lentic","number","percent","Frost","1946","JAE","Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl3","20200113_5","by_month",NA,"fish",NA,"unknown","-122.7434764","45.487589"
"49","Anguilla anguilla","35","60",NA,NA,"cm","8","1945","7","1","1945","7","1","lentic","number","percent","Frost","1946","JAE","Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl3","20200113_6","by_month",NA,"fish",NA,"unknown","-122.7434764","45.487589"
"50","Anguilla anguilla","35","60",NA,NA,"cm","48","1945","8","1","1945","8","1","lentic","number","percent","Frost","1946","JAE","Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl3","20200113_7","by_month",NA,"fish","0.09","unknown","-122.7434764","45.487589"
"51","Anguilla anguilla","35","60",NA,NA,"cm","14","1945","9","1","1945","12","1","lentic","number","percent","Frost","1946","JAE","Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl3","20200113_8","by_month",NA,"fish",NA,"unknown","-122.7434764","45.487589"
"52","Anguilla anguilla","35","60",NA,NA,"cm","14","1945","5","1","1945","5","1","lentic","number","percent","Frost","1946","JAE","Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl3","20200113_4","by_month",NA,"others",NA,"unknown","-122.7434764","45.487589"
"53","Anguilla anguilla","35","60",NA,NA,"cm","22","1945","6","1","1945","6","1","lentic","number","percent","Frost","1946","JAE","Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl3","20200113_5","by_month",NA,"others",NA,"unknown","-122.7434764","45.487589"
"54","Anguilla anguilla","35","60",NA,NA,"cm","8","1945","7","1","1945","7","1","lentic","number","percent","Frost","1946","JAE","Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl3","20200113_6","by_month",NA,"others","0.8","unknown","-122.7434764","45.487589"
"55","Anguilla anguilla","35","60",NA,NA,"cm","48","1945","8","1","1945","8","1","lentic","number","percent","Frost","1946","JAE","Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl3","20200113_7","by_month",NA,"others",NA,"unknown","-122.7434764","45.487589"
"56","Anguilla anguilla","35","60",NA,NA,"cm","14","1945","9","1","1945","12","1","lentic","number","percent","Frost","1946","JAE","Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl3","20200113_8","by_month",NA,"others",NA,"unknown","-122.7434764","45.487589"
"57","Anguilla anguilla","13","62","29",NA,"cm","16","1945","6","1","1945","10","1","lotic","number","individuals","Frost","1946","JAE","Cunsey Bekc, England","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl4","20200113_frost_9","average_over_size_and_date",NA,"polycentropid_larvae","69","larvae","-2.9765171","54.3470973"
"58","Anguilla anguilla","13","62","29",NA,"cm","16","1945","6","1","1945","10","1","lotic","number","percent","Frost","1946","JAE","Cunsey Bekc, England","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl4","20200113_frost_10","average_over_size_and_date",NA,"polycentropid_larvae","47.5","larvae","-2.9765171","54.3470973"
"59","Anguilla anguilla","13","62","29",NA,"cm","16","1945","6","1","1945","10","1","lotic","number","individuals","Frost","1946","JAE","Cunsey Bekc, England","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl4","20200113_frost_9","average_over_size_and_date",NA,"hydroptila_sp_larvae","0","larvae","-2.9765171","54.3470973"
"60","Anguilla anguilla","13","62","29",NA,"cm","16","1945","6","1","1945","10","1","lotic","number","percent","Frost","1946","JAE","Cunsey Bekc, England","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl4","20200113_frost_10","average_over_size_and_date",NA,"hydroptila_sp_larvae","0","larvae","-2.9765171","54.3470973"
"61","Anguilla anguilla","13","62","29",NA,"cm","16","1945","6","1","1945","10","1","lotic","number","individuals","Frost","1946","JAE","Cunsey Bekc, England","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl4","20200113_frost_9","average_over_size_and_date",NA,"hydropsyche_sp_larvae","1","larvae","-2.9765171","54.3470973"
"62","Anguilla anguilla","13","62","29",NA,"cm","16","1945","6","1","1945","10","1","lotic","number","percent","Frost","1946","JAE","Cunsey Bekc, England","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl4","20200113_frost_10","average_over_size_and_date",NA,"hydropsyche_sp_larvae","0.7","larvae","-2.9765171","54.3470973"
"63","Anguilla anguilla","13","62","29",NA,"cm","16","1945","6","1","1945","10","1","lotic","number","individuals","Frost","1946","JAE","Cunsey Bekc, England","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl4","20200113_frost_9","average_over_size_and_date",NA,"trichopt_1_indet","2","unknown","-2.9765171","54.3470973"
"64","Anguilla anguilla","13","62","29",NA,"cm","16","1945","6","1","1945","10","1","lotic","number","percent","Frost","1946","JAE","Cunsey Bekc, England","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl4","20200113_frost_10","average_over_size_and_date",NA,"trichopt_1_indet","1.7","unknown","-2.9765171","54.3470973"
"65","Anguilla anguilla","13","62","29",NA,"cm","16","1945","6","1","1945","10","1","lotic","number","individuals","Frost","1946","JAE","Cunsey Bekc, England","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl4","20200113_frost_9","average_over_size_and_date",NA,"ephemerella_ignita_nymphs","44","larvae","-2.9765171","54.3470973"
"66","Anguilla anguilla","13","62","29",NA,"cm","16","1945","6","1","1945","10","1","lotic","number","percent","Frost","1946","JAE","Cunsey Bekc, England","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl4","20200113_frost_10","average_over_size_and_date",NA,"ephemerella_ignita_nymphs","30.5","larvae","-2.9765171","54.3470973"
"67","Anguilla anguilla","13","62","29",NA,"cm","16","1945","6","1","1945","10","1","lotic","number","individuals","Frost","1946","JAE","Cunsey Bekc, England","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl4","20200113_frost_9","average_over_size_and_date",NA,"baetis_spp_nymphs","10","larvae","-2.9765171","54.3470973"
"68","Anguilla anguilla","13","62","29",NA,"cm","16","1945","6","1","1945","10","1","lotic","number","percent","Frost","1946","JAE","Cunsey Bekc, England","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl4","20200113_frost_10","average_over_size_and_date",NA,"baetis_spp_nymphs","6.8","larvae","-2.9765171","54.3470973"
"69","Anguilla anguilla","13","62","29",NA,"cm","16","1945","6","1","1945","10","1","lotic","number","individuals","Frost","1946","JAE","Cunsey Bekc, England","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl4","20200113_frost_9","average_over_size_and_date",NA,"ephemeropt_n_indet","0","unknown","-2.9765171","54.3470973"
"70","Anguilla anguilla","13","62","29",NA,"cm","16","1945","6","1","1945","10","1","lotic","number","percent","Frost","1946","JAE","Cunsey Bekc, England","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl4","20200113_frost_10","average_over_size_and_date",NA,"ephemeropt_n_indet","0","unknown","-2.9765171","54.3470973"
"71","Anguilla anguilla","13","62","29",NA,"cm","16","1945","6","1","1945","10","1","lotic","number","individuals","Frost","1946","JAE","Cunsey Bekc, England","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl4","20200113_frost_9","average_over_size_and_date",NA,"chironomid_larvae","0","larvae","-2.9765171","54.3470973"
"72","Anguilla anguilla","13","62","29",NA,"cm","16","1945","6","1","1945","10","1","lotic","number","percent","Frost","1946","JAE","Cunsey Bekc, England","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl4","20200113_frost_10","average_over_size_and_date",NA,"chironomid_larvae","0","larvae","-2.9765171","54.3470973"
"73","Anguilla anguilla","13","62","29",NA,"cm","16","1945","6","1","1945","10","1","lotic","number","individuals","Frost","1946","JAE","Cunsey Bekc, England","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl4","20200113_frost_9","average_over_size_and_date",NA,"chironomid_pupae","0","pupae","-2.9765171","54.3470973"
